source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
658645574283870720,130.94716498832594,18.04997813564075,5.60337801183285,-37.161618214829396,-11.628541014717861,17.306372,3.0871772999999996
659477217391773696,130.23029939722815,18.58300954661629,5.313190779986883,-34.76526353818876,-12.03551502489812,13.927447,1.7142715
659452272221698432,129.70704322599872,18.26581165648373,5.3294446567152045,-35.43746955641313,-11.427307663140688,12.319331,1.1368188999999997
659464122035016320,130.14218772636949,18.359125892921924,5.432903009387347,-36.819623304115,-11.495831956972886,17.535246,2.9429397999999996
659489518178180864,130.18481775047675,18.656468946138908,5.309375158732443,-34.85453690632707,-12.257449135223384,12.636957,1.2429552
659485807326329600,129.918980922173,18.61625721828641,5.284283108294338,-35.09513603889338,-11.546484338861092,17.083097,3.0312203999999996
659547998453087488,129.17097514706938,18.30725597882627,5.421301595130347,-36.24708310709588,-11.844961561699744,15.473185,2.3208990000000003
659472235229782912,130.38124248309617,18.50056278078959,5.370153060413138,-36.594408054467976,-13.030608542582906,10.261184,0.70756626
659411796450014464,130.35058468934167,18.234043902529923,5.308053680002142,-36.52167852275837,-12.312395442046105,14.880089000000002,2.1700811
659393929386140288,130.46767756191366,18.05185686131052,5.511218359276963,-36.534078875754965,-12.384437997038901,14.349368,1.8972863999999998
659388466187693440,130.0408150447075,18.09717318399158,5.600245313283184,-36.37722878565613,-12.891010758651356,13.055716,1.4081392
659427464490677632,129.7116868445631,18.014521091343784,5.5047911684739255,-35.057108742375696,-11.115629740830402,16.745358,2.7326422000000004
659445743871414528,129.6429388008403,18.18802259793976,5.524784381758948,-37.21412289165975,-11.833516950278163,14.844673,2.0901651
659388947224025856,130.09218966249063,18.1234856027612,5.3682612245223735,-35.077959638856136,-11.730964776344306,14.684579000000001,2.0136414
659488349947010176,130.07095139638895,18.60823001231182,5.3859630294482015,-37.24682190698724,-11.779219258864556,17.299139,2.891325
659413750659083776,130.0799475530036,18.21135655713318,5.414069036957233,-35.66845290948321,-12.297359400886453,18.666967,2.9573593
659467871542951552,130.12928598159783,18.432216079860588,5.3024066527195615,-34.55144511528363,-11.739329587923367,15.936785,2.4461775
659428731504648960,129.84526232720742,18.075925967761602,5.5068052554769045,-36.158432745595825,-11.707890731241882,18.97511,3.199051
659490510313883264,130.1398267833588,18.67443892802485,5.311627254832636,-37.06980874489979,-11.886899527596107,11.453332000000001,0.94495964
659468215140335104,130.10153180637795,18.45376165880408,5.306924411905956,-33.84470003729752,-14.483289994433232,11.377359,1.0216799
659543119370328320,129.33522146764963,18.238410691072872,5.5271944039529295,-29.02249944847495,-9.29733962218524,15.607934,2.3580674999999998
659466222275521792,129.95648479792814,18.347378753470448,5.307170762712127,-34.90798833569587,-11.913393647732933,9.027759,0.48104095
659354450047069824,129.33001745405878,18.14820542687814,5.3322373314072475,-35.65387087967822,-12.255005648202017,13.926704,1.7139235000000002
659463950238432896,130.20932402153858,18.39980108294729,5.603322807552738,-36.02358922715232,-9.901878605991666,19.841484,2.6452389
659524805629742592,128.72424263879364,18.01811938303764,5.3697059226640835,-35.08678978993268,-12.647446418570347,17.857454,3.096218
659436153207801344,129.9061508408341,18.17034713976106,5.3450058930322255,-35.26400959243628,-11.205698903299988,12.051959,1.0709886999999998
659439078082230016,129.79552635457372,18.175936904147548,5.465967889683122,-37.58405338907826,-12.058629494942936,10.114675,0.6988249
659441242745739648,129.8642471395035,18.248738236071446,5.417709094194641,-34.49274286751164,-11.353187248823659,17.289210999999998,3.0006332000000002
659487039980639872,129.90048380258557,18.680230528968366,5.584058330681369,-35.4313634669714,-12.080054018418267,18.208094,3.0937996
659559783843349120,129.13112960266878,18.315227174713506,5.454661075393761,-33.887043804298116,-12.201805108208127,17.073936,3.0429697
659415129344636544,130.2936646761226,18.26858903003669,5.6222462160227735,-36.901276411096894,-12.612993643265707,15.544751000000002,2.4208803
659550884671134336,128.9465990218751,18.141585944261557,5.5255822797607514,-36.7325510146461,-12.486732270080555,16.529835000000002,2.7884264
659559027929113728,128.9702454906487,18.314085309301287,5.4112959713714615,-36.64922714448552,-12.196299078497555,15.829994000000001,2.4992704
659558993569374848,128.99646563159777,18.30818224271452,5.316680949302182,-34.737447960105946,-11.711268682273927,15.763354000000001,2.4085902999999997
659698219229186688,129.73704956873328,18.858084584014154,5.52303210201276,-36.80949994062456,-12.946752987661554,15.887369,2.7159376
659691656519169920,129.6345210906754,18.781296198672816,5.4076064114144025,-35.10331701958512,-12.348210448829262,16.125387,2.5103682999999997
659674197475355392,129.83055423957293,18.63954648089561,5.5572268423592055,-37.026005483465646,-12.453519620405475,19.071306,3.3969307
659760650873719040,129.21498437883108,19.076344986017915,5.337480940548097,-34.32160840931252,-13.110607351497565,13.343520000000002,1.4764805
659656094190005376,129.2237712478763,18.49580208159,5.340228145288067,-34.840176952564285,-11.68185784339854,13.486948000000002,1.5429888
659744295638254336,129.36257173299308,18.97661970980966,5.535194221547098,-35.76783418392361,-12.385582716285045,16.083648999999998,2.5398959999999997
659724195191319936,129.23422907696911,18.96327430552156,5.446285322973667,-34.80659468602214,-12.49973137307786,14.245192999999999,2.1249037
659753126090987776,129.55580871846718,19.141571264582968,5.3506344423087,-35.9885787184421,-12.17206699119593,17.634932,2.9365864
659719419187699712,129.21494681126524,18.83863600562732,5.4262341253760935,-35.7951267792893,-12.953397322462045,17.477577,3.0212097
659774291689774848,129.26100605520358,19.328415176010466,5.408936550274726,-33.33718459292559,-11.782854158876539,15.793995,2.5068903
659734125155723008,129.07907721265653,18.91898150752095,5.4493117935952435,-36.699907525434384,-13.489312741072053,15.931405999999999,2.5017747999999997
659722752082318976,129.17773670594016,18.895188057833806,5.392594637427869,-35.67547952897838,-11.294735170365387,13.470006,1.5880041
659777074828577024,129.35066395851604,19.41695030069664,5.372766875600717,-34.98274948045494,-13.471750800083909,14.976298000000002,2.3451147
659713818550364160,129.05011949088828,18.735457638503014,5.500340314154259,-35.65812178037631,-13.027468084595489,16.939386,2.9702243999999998
659685231248166784,129.82857373982625,18.81008782147059,5.5535485055657485,-34.48739228369516,-12.247708007516925,16.658535,2.8067912999999995
659742367196651392,129.3841142612496,18.883927217367756,5.2878776503400635,-34.13625206052943,-12.694130853766,15.477041,2.3295174
659766114072052608,129.0943734105261,19.19143100342005,5.4736885976369525,-35.424169890307425,-12.349732752202144,12.129682,1.1110096
