source_id,ra,dec,parallax,pmra,pmdec,phot_g_mean_mag,bp_rp
4183930644665708800,289.5429699819945,-16.266331329343068,2.6456478790802582,-4.56899364100945,-1.4408062543719582,19.472296,1.4475307
4183878555312530816,289.64212475258654,-16.409011089304656,2.3104610479003824,-16.504598925851123,-30.46395330222079,12.568622,0.9943991
4183909857034799744,290.1089154673431,-16.128440191995615,2.9932254724403538,6.1103671965554875,-27.89504493536929,12.709789,1.1032581
4183939406410473984,289.22393833243797,-16.253479143834202,3.0741122504216047,5.735919172907268,-8.800958700447898,15.925346,1.9630013
4183924386906759936,289.4599733573332,-16.430004328014682,3.344260937501833,-2.376187328951738,2.0107295458693373,17.86704,2.7745342
4183930777809206656,289.5563550632238,-16.247263614228142,3.459274300441537,-1.1142521352856334,-27.03266693185501,13.635595,1.3928709
4183916832062533120,289.4301249142523,-16.524887938954294,4.463381855788422,15.060522647281598,-6.666188307905903,17.329622,1.901411
4183890168904588160,290.2047213167076,-16.356971474904967,2.919270529143967,-3.137207993874183,-9.746899836318276,14.128811,1.3015366
4183889889722156288,290.22179190863494,-16.379701573918254,2.404412897948751,-2.2582696158019635,5.645092428213135,17.998877,2.3526573
4183905729561837568,290.0450468047968,-16.302410414177338,2.8238908628890615,22.112189183961117,-11.91950618106711,19.90227,2.5971775
4183943628352303744,289.4626052178669,-16.201083803921502,2.260533665456107,5.520724950325488,4.773128064042217,17.549936,2.362547
4183901198380733312,289.94718116281445,-16.27198002311664,2.2691912701509196,-16.89991430643655,-2.4207835350526796,16.549168,1.7065821
4183883537475078656,290.1389171522776,-16.42582814194166,2.583188036800078,-18.366712403618646,-31.202030327668886,18.926523,2.5014114
4183936623261462912,289.0730326785632,-16.37324876180769,4.229794667109478,5.116295575793995,9.028253082895198,19.945442,2.4460602
4183947923321135488,289.33990188998524,-16.11310327582039,2.2980278015126987,-10.315212680284848,-7.07933929154254,19.01556,2.6427288
4183941601128900480,289.40078081143514,-16.238986217281766,3.3273456717756895,6.78687228750125,-13.3971777973904,19.688025,1.5920105
4183914250777677312,290.01500088657485,-16.056666737895444,3.7679635204756528,-1.4438049801246142,-2.7537729593449374,18.551147,2.2702904
4183938066380835072,289.0746733769118,-16.323563665283338,2.378573277838594,-2.804370516304877,-3.4391290117062105,8.744285,1.3979616
4183931331871791616,289.4656232896419,-16.244220395351803,4.214296950166753,23.208984920960802,-42.362035092825025,15.78385,2.216136
4183926006112672768,289.64963230710146,-16.358450841400632,2.8496116885008065,-1.6617825842467955,-27.33857072166913,19.628922,0.2723751
4183886522466978432,290.1034723689739,-16.41994192805205,2.9716429084027456,17.389645868523914,-14.579239439105915,17.638721,2.4002934
4183901228435011840,289.77544012604665,-16.400186247669303,4.071605056847928,14.26705533533908,13.907131952180434,17.809757,2.3162556
4183882158778737408,290.2036607152308,-16.48797957163582,2.1303002265793705,-5.919611500158398,-10.787371843676933,12.8296385,0.9348841
4183910063193240704,289.9600886739611,-16.239057948778687,4.522185668260441,4.178670659042401,-9.376487545850967,14.869666,2.0867844
4183897311425443328,289.86055330909807,-16.433096929453225,4.902387880402685,-33.34984160273361,34.12273490983285,18.380577,2.841917
4183944830946279168,289.4527692728086,-16.146278140530782,3.5658880291786126,0.3286768370514479,-14.654129517575958,19.6765,2.7161846
4183892569781725056,290.15508388507993,-16.385554254907657,2.0065115322342355,-14.007785432798022,-13.75830408541236,18.906233,1.1366463
4183914598667225600,289.3687470826125,-16.60980055031867,3.626769539243723,-4.613550056659238,3.7782572526748233,20.132233,2.412094
4183890645634421376,290.3029188950057,-16.371354492162954,2.058882751610273,4.516622325071527,3.090623350545946,17.042337,2.112856
4183941188811880704,289.30776417083047,-16.287455968270205,2.3133963916041576,16.833163199100564,-8.952111368492886,16.987106,2.2235975
4183902877703436032,289.7712313453769,-16.329900795384795,2.112529600585288,5.494035036692612,0.5077225311002493,18.180033,2.4269924
4183924081966819584,289.54426749847573,-16.41049203159347,3.6122487490540385,4.368651435750729,7.520948770885283,14.194194,1.4885864
4183912842026091776,290.073513186367,-16.113638246653533,9.314329941030946,-11.644211655284627,6.110534869238653,18.004305,1.3197422
4183889756587709312,290.20538509977024,-16.400433828063168,2.850433768370776,0.6623056368064725,-16.218622968100224,16.982119,2.481925
4183901159716713216,289.94013453424986,-16.28084364907638,3.4123641506130764,-6.936248572531264,-6.809368460578446,19.257391,1.0990219
4183903015142465664,289.79908333733744,-16.310438431749823,2.416275672794056,10.900897514996768,-4.059403371558069,18.327665,2.620451
4183889408685643776,290.1447691443729,-16.427737220204772,2.3180260604355265,-4.657658273169355,-6.779889894570228,18.510122,2.5137825
4183909547797139968,290.11458307753446,-16.156333618171317,2.419205483333224,6.288190314091866,-14.012750860327575,11.47965,0.89934635
4183907310110017408,290.0473038271338,-16.242395061415476,2.042438416974937,-6.60105884103903,-2.973501948044229,17.846655,1.0491829
4183898067339713536,289.8373280277402,-16.425388257704405,2.1885773918248455,0.32545047455894105,-29.27556005762031,18.925182,2.711979
4183889378630588416,290.1967346909185,-16.405874953286887,2.2229519464750833,-10.34304585633747,-51.01118406672906,17.22081,2.121767
4183940123662094848,289.110993381261,-16.250846890119128,2.4317778438715134,6.780289891689966,-25.563244916844795,19.163342,2.536251
4183933393456215168,289.099118130794,-16.424499811281294,8.648295976496442,34.54776523313152,-34.417446883791264,19.278688,3.0140858
