logAge   ,Mass,Gmag,BPmag,RPmag,bp_rp
9.600010000000001,1.289,-1.225,1.812,-2.573,4.385
9.600010000000001,1.287,-1.229,1.824,-2.579,4.4030000000000005
9.600010000000001,1.286,-1.241,1.817,-2.591,4.408
9.600010000000001,1.286,-1.274,1.554,-2.603,4.157
9.600010000000001,1.286,-1.509,0.756,-2.773,3.529
9.600010000000001,1.285,-1.651,-0.074,-2.79,2.716
9.600010000000001,1.285,-1.649,-0.019,-2.801,2.782
9.600010000000001,1.284,-1.58,0.444,-2.809,3.253
9.600010000000001,1.283,-1.361,1.261,-2.668,3.9290000000000003
9.600010000000001,1.282,-1.195,1.767,-2.536,4.303
9.600010000000001,1.28,-1.198,1.836,-2.546,4.382
9.600010000000001,1.279,-1.212,1.855,-2.563,4.418
9.600010000000001,1.277,-1.218,1.864,-2.571,4.4350000000000005
9.600010000000001,1.275,-1.236,1.849,-2.588,4.437
9.600010000000001,1.275,-1.185,1.753,-2.525,4.278
9.600010000000001,1.275,-1.413,1.034,-2.699,3.7329999999999997
9.600010000000001,1.274,-1.626,0.076,-2.794,2.87
9.600010000000001,1.274,-1.618,0.144,-2.798,2.942
9.600010000000001,1.273,-1.521,0.652,-2.774,3.426
9.600010000000001,1.272,-1.282,1.468,-2.604,4.072
9.600010000000001,1.27,-1.166,1.827,-2.51,4.337
9.600010000000001,1.269,-1.184,1.876,-2.535,4.411
9.600010000000001,1.267,-1.207,1.889,-2.56,4.449
9.600010000000001,1.265,-1.217,1.894,-2.571,4.465
9.600010000000001,1.263,-1.235,1.877,-2.589,4.466
9.600010000000001,1.262,-1.156,1.82,-2.499,4.319
9.600010000000001,1.262,-1.343,1.24,-2.645,3.885
9.600010000000001,1.261,-1.603,0.217,-2.795,3.012
9.600010000000001,1.26,-1.591,0.29,-2.796,3.086
9.600010000000001,1.259,-1.446,0.875,-2.717,3.592
9.600010000000001,1.258,-1.209,1.632,-2.54,4.172
9.600010000000001,1.256,-1.139,1.88,-2.486,4.366
9.600010000000001,1.254,-1.171,1.916,-2.523,4.439
9.600010000000001,1.251,-1.196,1.927,-2.551,4.478
9.600010000000001,1.248,-1.205,1.933,-2.562,4.495
9.600010000000001,1.245,-1.227,1.908,-2.583,4.491
9.600010000000001,1.245,-1.117,1.891,-2.463,4.354
9.600010000000001,1.244,-1.262,1.45,-2.579,4.029
9.600010000000001,1.244,-1.56,0.384,-2.776,3.1599999999999997
9.600010000000001,1.242,-1.539,0.472,-2.766,3.238
9.600010000000001,1.241,-1.357,1.117,-2.647,3.764
9.600010000000001,1.239,-1.126,1.805,-2.465,4.27
9.600010000000001,1.236,-1.118,1.928,-2.467,4.395
9.600010000000001,1.234,-1.158,1.956,-2.513,4.468999999999999
9.600010000000001,1.23,-1.191,1.966,-2.55,4.516
9.600010000000001,1.227,-1.202,1.979,-2.562,4.541
9.600010000000001,1.223,-1.224,1.95,-2.583,4.533
9.600010000000001,1.222,-1.1,1.94,-2.449,4.388999999999999
9.600010000000001,1.222,-1.181,1.639,-2.509,4.148
9.600010000000001,1.221,-1.514,0.558,-2.75,3.308
9.600010000000001,1.219,-1.491,0.65,-2.739,3.389
9.600010000000001,1.217,-1.29,1.304,-2.594,3.8979999999999997
9.600010000000001,1.215,-1.089,1.879,-2.431,4.3100000000000005
9.600010000000001,1.212,-1.099,1.973,-2.451,4.424
9.600010000000001,1.208,-1.154,1.992,-2.512,4.504
9.600010000000001,1.204,-1.182,2.023,-2.544,4.567
9.600010000000001,1.2,-1.184,2.051,-2.549,4.6
9.600010000000001,1.195,-1.204,2.025,-2.568,4.593
9.600010000000001,1.195,-1.084,1.988,-2.436,4.4239999999999995
9.600010000000001,1.194,-1.098,1.823,-2.436,4.259
9.600010000000001,1.192,-1.46,0.747,-2.717,3.464
9.600010000000001,1.19,-1.421,0.866,-2.688,3.5540000000000003
9.600010000000001,1.188,-1.216,1.502,-2.534,4.036
9.600010000000001,1.184,-1.051,1.948,-2.396,4.343999999999999
9.600010000000001,1.18,-1.085,2.02,-2.439,4.459
9.600010000000001,1.175,-1.144,2.055,-2.505,4.5600000000000005
9.600010000000001,1.17,-1.16,2.121,-2.527,4.648
9.600010000000001,1.164,-1.165,2.153,-2.536,4.689
9.600010000000001,1.157,-1.181,2.133,-2.551,4.684
9.600010000000001,1.157,-1.066,2.049,-2.421,4.47
9.600010000000001,1.156,-1.033,1.944,-2.376,4.32
9.600010000000001,1.153,-1.346,1.051,-2.626,3.6769999999999996
9.600010000000001,1.15,-1.299,1.187,-2.59,3.777
9.600010000000001,1.146,-1.1,1.748,-2.431,4.179
9.600010000000001,1.142,-1.009,2.029,-2.357,4.386
9.600010000000001,1.136,-1.067,2.083,-2.425,4.508
9.600010000000001,1.129,-1.11,2.183,-2.479,4.662
9.600010000000001,1.121,-1.129,2.255,-2.505,4.76
9.600010000000001,1.112,-1.129,2.305,-2.509,4.814
9.600010000000001,1.103,-1.138,2.293,-2.518,4.811
9.600010000000001,1.102,-1.048,2.136,-2.408,4.5440000000000005
9.600010000000001,1.1,-0.961,2.065,-2.309,4.3740000000000006
9.600010000000001,1.097,-1.194,1.415,-2.5,3.915
9.600010000000001,1.092,-1.152,1.529,-2.465,3.9939999999999998
9.600010000000001,1.086,-0.962,1.999,-2.304,4.303
9.600010000000001,1.079,-0.948,2.139,-2.301,4.4399999999999995
9.600010000000001,1.07,-1.021,2.229,-2.386,4.615
9.600010000000001,1.059,-1.064,2.37,-2.442,4.812
9.600010000000001,1.048,-1.065,2.491,-2.454,4.945
9.600010000000001,1.035,-1.055,2.57,-2.45,5.02
9.600010000000001,1.02,-1.065,2.533,-2.46,4.993
9.600010000000001,1.019,-0.988,2.351,-2.36,4.711
9.600010000000001,1.017,-0.877,2.214,-2.23,4.444
9.600010000000001,1.012,-0.974,1.863,-2.304,4.167
9.600010000000001,1.005,-0.914,1.988,-2.25,4.2379999999999995
9.600010000000001,0.995,-0.829,2.201,-2.177,4.378
9.600010000000001,0.984,-0.877,2.302,-2.237,4.539
9.600010000000001,0.97,-0.939,2.52,-2.318,4.838
9.600010000000001,0.955,-0.949,2.773,-2.348,5.121
9.600010000000001,0.937,-0.921,2.918,-2.332,5.25
9.600010000000001,0.917,-0.871,3.032,-2.292,5.324
9.600010000000001,0.896,-0.908,2.881,-2.328,5.209
9.600010000000001,0.895,-0.877,2.773,-2.271,5.0440000000000005
9.600010000000001,0.891,-0.77,2.469,-2.135,4.603999999999999
9.600010000000001,0.883,-0.688,2.316,-2.033,4.349
9.600010000000001,0.873,-0.639,2.396,-1.988,4.384
9.600010000000001,0.859,-0.633,2.544,-1.993,4.537
9.600010000000001,0.843,-0.697,2.885,-2.082,4.967
9.600010000000001,0.823,-0.774,3.038,-2.179,5.217
9.600010000000001,0.801,-0.419,3.774,-1.888,5.662
9.600010000000001,0.776,-0.055,4.439,-1.577,6.016
9.600010000000001,0.749,0.239,4.937,-1.321,6.258
9.600010000000001,0.72,-0.627,3.092,-2.107,5.199
9.600010000000001,0.575,29.965,29.948,29.981,-0.03300000000000125
9.70001,0.09,15.343,18.306,13.987,4.319000000000001
9.70001,0.1,14.911,17.863,13.556,4.307
9.70001,0.105,14.754,17.701,13.4,4.301
9.70001,0.12,14.282,17.216,12.928,4.288
9.70001,0.14,13.632,16.277,12.307,3.9700000000000006
9.70001,0.16,13.093,15.482,11.8,3.6819999999999986
9.70001,0.2,12.336,14.41,11.088,3.322000000000001
9.70001,0.25,11.652,13.491,10.446,3.045
9.70001,0.307,11.052,12.718,9.883,2.835000000000001
9.70001,0.33,10.839,12.46,9.68,2.780000000000001
9.70001,0.35,10.66,12.247,9.51,2.737
9.70001,0.4,10.218,11.696,9.096,2.5999999999999996
9.70001,0.45,9.768,11.144,8.676,2.468
9.70001,0.465,9.62,10.962,8.538,2.4239999999999995
9.70001,0.5,9.308,10.584,8.247,2.3369999999999997
9.70001,0.511,9.193,10.443,8.142,2.301
9.70001,0.55,8.798,9.957,7.781,2.176000000000001
9.70001,0.6,8.251,9.265,7.295,1.9700000000000006
9.70001,0.65,7.686,8.554,6.803,1.7510000000000003
9.70001,0.7,7.133,7.863,6.33,1.5330000000000004
9.70001,0.726,6.841,7.497,6.085,1.412
9.70001,0.75,6.586,7.182,5.87,1.3120000000000003
9.70001,0.8,6.157,6.681,5.495,1.186
9.70001,0.831,5.904,6.39,5.274,1.1159999999999997
9.70001,0.85,5.755,6.221,5.143,1.0780000000000003
9.70001,0.879,5.532,5.969,4.944,1.0250000000000004
9.70001,0.899,5.379,5.797,4.807,0.9899999999999993
9.70001,0.918,5.245,5.648,4.686,0.9619999999999997
9.70001,0.937,5.103,5.49,4.559,0.931
9.70001,0.949,5.018,5.396,4.484,0.9119999999999999
9.70001,0.956,4.969,5.341,4.439,0.9020000000000001
9.70001,0.989,4.744,5.094,4.236,0.8580000000000005
9.70001,1.0,4.671,5.014,4.17,0.8440000000000003
9.70001,1.013,4.578,4.912,4.084,0.8280000000000003
9.70001,1.028,4.475,4.8,3.99,0.8099999999999996
9.70001,1.042,4.38,4.698,3.903,0.7950000000000004
9.70001,1.049,4.33,4.645,3.857,0.7879999999999994
9.70001,1.05,4.324,4.637,3.851,0.7859999999999996
9.70001,1.066,4.216,4.523,3.751,0.7719999999999998
9.70001,1.081,4.118,4.418,3.659,0.7590000000000003
9.70001,1.095,4.027,4.322,3.573,0.7490000000000001
9.70001,1.099,4.005,4.3,3.552,0.7479999999999998
9.70001,1.11,3.936,4.228,3.486,0.7419999999999995
9.70001,1.128,3.808,4.095,3.364,0.7309999999999999
9.70001,1.142,3.712,3.996,3.272,0.7240000000000002
9.70001,1.149,3.661,3.943,3.222,0.7210000000000001
9.70001,1.153,3.629,3.911,3.19,0.7210000000000001
9.70001,1.16,3.577,3.858,3.138,0.7200000000000002
9.70001,1.164,3.539,3.82,3.1,0.7199999999999998
9.70001,1.168,3.492,3.773,3.054,0.7190000000000003
9.70001,1.169,3.477,3.757,3.04,0.7170000000000001
9.70001,1.174,3.44,3.721,3.003,0.718
9.70001,1.18,3.4,3.682,2.962,0.7199999999999998
9.70001,1.187,3.352,3.634,2.912,0.722
9.70001,1.193,3.304,3.588,2.863,0.7250000000000001
9.70001,1.199,3.258,3.544,2.816,0.7280000000000002
9.70001,1.204,3.221,3.509,2.776,0.7330000000000001
9.70001,1.217,3.12,3.421,2.66,0.7609999999999997
9.70001,1.227,3.069,3.389,2.589,0.7999999999999998
9.70001,1.234,3.094,3.448,2.582,0.8660000000000001
9.70001,1.238,3.185,3.572,2.642,0.9300000000000002
9.70001,1.24,3.262,3.674,2.695,0.9790000000000001
9.70001,1.242,3.31,3.74,2.727,1.0130000000000003
9.70001,1.243,3.319,3.763,2.723,1.04
9.70001,1.245,3.316,3.776,2.706,1.0699999999999998
9.70001,1.247,3.256,3.729,2.635,1.0940000000000003
9.70001,1.247,3.25,3.724,2.628,1.096
9.70001,1.249,3.189,3.668,2.563,1.105
9.70001,1.251,3.124,3.609,2.494,1.1149999999999998
9.70001,1.253,2.997,3.487,2.362,1.125
9.70001,1.256,2.874,3.368,2.237,1.1309999999999998
9.70001,1.257,2.773,3.27,2.133,1.137
9.70001,1.26,2.642,3.144,1.998,1.1460000000000001
9.70001,1.261,2.516,3.022,1.868,1.1539999999999997
9.70001,1.263,2.391,2.902,1.739,1.163
9.70001,1.265,2.268,2.785,1.613,1.1720000000000002
9.70001,1.266,2.144,2.665,1.484,1.181
9.70001,1.267,2.023,2.55,1.358,1.1919999999999997
9.70001,1.268,1.903,2.436,1.233,1.2029999999999998
9.70001,1.269,1.787,2.327,1.112,1.2149999999999999
9.70001,1.27,1.673,2.219,0.993,1.226
9.70001,1.271,1.557,2.11,0.873,1.2369999999999999
9.70001,1.272,1.443,2.003,0.752,1.2510000000000001
9.70001,1.272,1.328,1.897,0.632,1.2650000000000001
9.70001,1.273,1.217,1.793,0.516,1.277
9.70001,1.273,1.108,1.692,0.401,1.291
9.70001,1.274,1.003,1.595,0.29,1.305
9.70001,1.274,0.975,1.569,0.261,1.3079999999999998
9.70001,1.274,1.009,1.599,0.297,1.302
9.70001,1.275,1.089,1.671,0.382,1.2890000000000001
9.70001,1.275,1.114,1.694,0.409,1.285
9.70001,1.275,1.013,1.601,0.302,1.299
9.70001,1.276,0.906,1.503,0.19,1.313
9.70001,1.276,0.8,1.406,0.076,1.3299999999999998
9.70001,1.276,0.693,1.31,-0.038,1.348
9.70001,1.276,0.592,1.221,-0.146,1.367
9.70001,1.277,0.49,1.13,-0.256,1.386
9.70001,1.277,0.39,1.041,-0.364,1.4049999999999998
9.70001,1.277,0.29,0.954,-0.471,1.4249999999999998
9.70001,1.277,0.193,0.869,-0.577,1.446
9.70001,1.277,0.098,0.787,-0.68,1.467
9.70001,1.277,0.002,0.704,-0.784,1.488
9.70001,1.277,-0.091,0.624,-0.884,1.508
9.70001,1.277,-0.183,0.543,-0.983,1.526
9.70001,1.277,-0.273,0.464,-1.08,1.544
9.70001,1.277,-0.361,0.387,-1.176,1.563
9.70001,1.277,-0.449,0.311,-1.271,1.5819999999999999
9.70001,1.277,-0.534,0.237,-1.363,1.6
9.70001,1.277,-0.619,0.164,-1.455,1.619
9.70001,1.277,-0.701,0.094,-1.545,1.639
9.70001,1.276,-0.781,0.024,-1.632,1.656
9.70001,1.276,-0.858,-0.037,-1.719,1.6820000000000002
9.70001,1.276,-0.933,-0.091,-1.806,1.715
9.70001,1.276,-1.005,-0.143,-1.889,1.746
9.70001,1.275,-1.076,-0.191,-1.971,1.78
9.70001,1.275,-1.143,-0.232,-2.052,1.82
9.70001,1.274,-1.206,-0.27,-2.129,1.859
9.70001,1.274,-1.267,-0.303,-2.202,1.899
9.70001,1.273,-1.322,-0.321,-2.273,1.9520000000000002
9.70001,1.273,-1.375,-0.34,-2.341,2.0010000000000003
9.70001,1.272,-1.424,-0.353,-2.407,2.0540000000000003
9.70001,1.272,-1.464,-0.343,-2.466,2.123
9.70001,1.271,-1.504,-0.331,-2.524,2.193
9.70001,1.27,-1.547,-0.305,-2.592,2.287
9.70001,1.269,-1.582,-0.262,-2.651,2.389
9.70001,1.268,-1.615,-0.214,-2.708,2.494
9.70001,1.267,-1.635,-0.139,-2.752,2.6129999999999995
9.70001,1.265,-1.653,-0.062,-2.795,2.733
9.70001,1.264,-1.661,0.031,-2.826,2.857
9.70001,1.262,-1.663,0.14,-2.851,2.991
9.70001,1.261,-1.657,0.261,-2.868,3.129
9.70001,1.259,-1.638,0.401,-2.869,3.2700000000000005
9.70001,1.257,-1.615,0.549,-2.866,3.415
9.70001,1.255,-1.567,0.737,-2.835,3.572
9.70001,1.252,-1.51,0.94,-2.797,3.737
9.70001,1.25,-1.465,1.107,-2.765,3.872
9.70001,1.247,-1.424,1.254,-2.736,3.99
9.70001,1.244,-1.377,1.405,-2.7,4.105
9.70001,1.243,-1.36,1.452,-2.686,4.138
9.70001,1.243,0.595,1.163,-0.101,1.264
9.70001,1.243,0.568,1.139,-0.13,1.2690000000000001
9.70001,1.243,0.558,1.131,-0.14,1.271
9.70001,1.244,0.56,1.131,-0.138,1.2690000000000001
9.70001,1.244,0.563,1.133,-0.134,1.267
9.70001,1.244,0.567,1.135,-0.129,1.264
9.70001,1.245,0.57,1.138,-0.124,1.262
9.70001,1.245,0.574,1.14,-0.12,1.2599999999999998
9.70001,1.245,0.577,1.141,-0.116,1.2570000000000001
9.70001,1.246,0.579,1.143,-0.113,1.256
9.70001,1.246,0.581,1.144,-0.11,1.254
9.70001,1.246,0.583,1.144,-0.108,1.252
9.70001,1.246,0.584,1.145,-0.106,1.2510000000000001
9.70001,1.247,0.585,1.145,-0.105,1.25
9.70001,1.247,0.585,1.145,-0.105,1.25
9.70001,1.247,0.585,1.144,-0.104,1.248
9.70001,1.247,0.585,1.144,-0.103,1.2469999999999999
9.70001,1.248,0.585,1.143,-0.103,1.246
9.70001,1.248,0.584,1.142,-0.104,1.246
9.70001,1.248,0.582,1.14,-0.106,1.246
9.70001,1.249,0.579,1.137,-0.108,1.245
9.70001,1.249,0.576,1.134,-0.111,1.2449999999999999
9.70001,1.249,0.576,1.134,-0.111,1.2449999999999999
9.70001,1.249,0.575,1.133,-0.112,1.245
9.70001,1.249,0.572,1.13,-0.115,1.2449999999999999
9.70001,1.25,0.567,1.125,-0.12,1.245
9.70001,1.25,0.561,1.12,-0.127,1.247
9.70001,1.25,0.553,1.113,-0.136,1.249
9.70001,1.251,0.544,1.104,-0.146,1.25
9.70001,1.251,0.532,1.094,-0.158,1.252
9.70001,1.251,0.519,1.082,-0.173,1.2550000000000001
9.70001,1.251,0.503,1.069,-0.19,1.259
9.70001,1.252,0.496,1.062,-0.198,1.26
9.70001,1.252,0.462,1.033,-0.235,1.2679999999999998
9.70001,1.252,0.404,0.983,-0.299,1.282
9.70001,1.252,0.325,0.915,-0.387,1.302
9.70001,1.253,0.251,0.852,-0.468,1.32
9.70001,1.253,0.18,0.792,-0.547,1.339
9.70001,1.253,0.11,0.732,-0.623,1.355
9.70001,1.253,0.046,0.678,-0.694,1.3719999999999999
9.70001,1.253,-0.028,0.616,-0.776,1.392
9.70001,1.253,-0.11,0.547,-0.866,1.413
9.70001,1.253,-0.189,0.479,-0.954,1.4329999999999998
9.70001,1.253,-0.216,0.457,-0.983,1.44
9.70001,1.253,-0.271,0.41,-1.044,1.454
9.70001,1.253,-0.375,0.32,-1.157,1.477
9.70001,1.253,-0.509,0.206,-1.303,1.509
9.70001,1.253,-0.42,0.281,-1.206,1.487
9.70001,1.253,-0.294,0.39,-1.068,1.4580000000000002
9.70001,1.253,-0.323,0.365,-1.1,1.465
9.70001,1.252,-0.426,0.277,-1.212,1.4889999999999999
9.70001,1.252,-0.514,0.202,-1.309,1.511
9.70001,1.251,-0.601,0.127,-1.404,1.531
9.70001,1.251,-0.685,0.056,-1.496,1.552
9.70001,1.25,-0.767,-0.014,-1.586,1.572
9.70001,1.25,-0.849,-0.084,-1.676,1.5919999999999999
9.70001,1.249,-0.927,-0.147,-1.763,1.6159999999999999
9.70001,1.248,-1.002,-0.204,-1.85,1.6460000000000001
9.70001,1.247,-1.077,-0.26,-1.935,1.675
9.70001,1.246,-1.147,-0.308,-2.017,1.7089999999999999
9.70001,1.245,-1.204,-0.335,-2.091,1.7560000000000002
9.70001,1.244,-1.24,-0.321,-2.153,1.832
9.70001,1.243,-1.303,-0.354,-2.231,1.8769999999999998
9.70001,1.242,-1.356,-0.371,-2.301,1.9300000000000002
9.70001,1.24,-1.407,-0.383,-2.369,1.9860000000000002
9.70001,1.238,-1.461,-0.393,-2.442,2.0490000000000004
9.70001,1.236,-1.51,-0.371,-2.518,2.147
9.70001,1.234,-1.557,-0.341,-2.593,2.252
9.70001,1.232,-1.586,-0.288,-2.648,2.3600000000000003
9.70001,1.231,-1.612,-0.233,-2.7,2.467
9.70001,1.229,-1.626,-0.151,-2.739,2.588
9.70001,1.227,-1.637,-0.064,-2.774,2.71
9.70001,1.225,-1.64,0.032,-2.801,2.833
9.70001,1.223,-1.631,0.148,-2.815,2.963
9.70001,1.22,-1.621,0.283,-2.829,3.112
9.70001,1.217,-1.59,0.438,-2.819,3.257
9.70001,1.212,-1.558,0.602,-2.808,3.4099999999999997
9.70001,1.206,-1.492,0.823,-2.762,3.585
9.70001,1.201,-1.446,0.971,-2.728,3.6990000000000003
9.70001,1.2,-1.438,0.997,-2.722,3.719
9.70001,1.199,-1.512,0.745,-2.775,3.52
9.70001,1.199,-1.518,0.724,-2.78,3.5039999999999996
9.70001,1.199,-1.502,0.78,-2.768,3.548
9.70001,1.199,-1.486,0.832,-2.757,3.589
9.70001,1.199,-1.468,0.893,-2.744,3.6370000000000005
9.70001,1.198,-1.417,1.064,-2.707,3.771
9.70001,1.198,-1.38,1.19,-2.681,3.871
9.70001,1.198,-1.347,1.298,-2.656,3.954
9.70001,1.197,-1.313,1.403,-2.63,4.0329999999999995
9.70001,1.197,-1.272,1.519,-2.598,4.117
9.70001,1.196,-1.236,1.612,-2.567,4.179
9.70001,1.195,-1.192,1.725,-2.529,4.254
9.70001,1.194,-1.163,1.797,-2.504,4.301
9.70001,1.192,-1.154,1.827,-2.497,4.324
9.70001,1.192,-1.154,1.827,-2.497,4.324
9.70001,1.192,-1.527,0.59,-2.771,3.3609999999999998
9.70001,1.191,-1.607,0.12,-2.78,2.9
9.70001,1.191,-1.599,-0.387,-2.634,2.247
9.70001,1.19,-1.602,-0.336,-2.654,2.318
9.70001,1.189,-1.61,-0.009,-2.755,2.746
9.70001,1.188,-1.492,0.686,-2.745,3.431
9.70001,1.187,-1.27,1.437,-2.586,4.023
9.70001,1.186,-1.133,1.815,-2.473,4.288
9.70001,1.184,-1.12,1.87,-2.464,4.334
9.70001,1.182,-1.108,1.899,-2.453,4.352
9.70001,1.181,-1.129,1.879,-2.475,4.354
9.70001,1.18,-1.277,1.318,-2.58,3.898
9.70001,1.18,-1.51,0.424,-2.723,3.147
9.70001,1.18,-1.555,-0.2,-2.634,2.4339999999999997
9.70001,1.179,-1.559,-0.149,-2.655,2.506
9.70001,1.179,-1.534,0.253,-2.719,2.972
9.70001,1.178,-1.347,1.06,-2.628,3.688
9.70001,1.177,-1.15,1.701,-2.481,4.182
9.70001,1.176,-1.088,1.902,-2.432,4.334
9.70001,1.175,-1.09,1.938,-2.438,4.376
9.70001,1.173,-1.095,1.951,-2.444,4.395
9.70001,1.172,-1.119,1.931,-2.468,4.399
9.70001,1.172,-1.178,1.594,-2.501,4.095
9.70001,1.172,-1.437,0.7,-2.684,3.3840000000000003
9.70001,1.171,-1.542,-0.043,-2.661,2.618
9.70001,1.171,-1.54,0.022,-2.675,2.6969999999999996
9.70001,1.17,-1.478,0.491,-2.698,3.189
9.70001,1.169,-1.249,1.343,-2.553,3.896
9.70001,1.168,-1.07,1.884,-2.411,4.295
9.70001,1.167,-1.069,1.959,-2.416,4.375
9.70001,1.165,-1.082,1.98,-2.433,4.413
9.70001,1.164,-1.088,1.989,-2.44,4.429
9.70001,1.162,-1.111,1.967,-2.463,4.43
9.70001,1.162,-1.09,1.798,-2.424,4.2219999999999995
9.70001,1.162,-1.347,0.972,-2.618,3.59
9.70001,1.161,-1.525,0.098,-2.675,2.7729999999999997
9.70001,1.161,-1.515,0.177,-2.68,2.857
9.70001,1.16,-1.42,0.703,-2.665,3.368
9.70001,1.159,-1.173,1.553,-2.492,4.045
9.70001,1.158,-1.044,1.943,-2.387,4.33
9.70001,1.157,-1.06,1.996,-2.41,4.406000000000001
9.70001,1.155,-1.081,2.01,-2.434,4.444
9.70001,1.153,-1.091,2.016,-2.446,4.462
9.70001,1.152,-1.112,1.994,-2.467,4.461
9.70001,1.151,-1.039,1.915,-2.38,4.295
9.70001,1.151,-1.271,1.198,-2.56,3.758
9.70001,1.151,-1.504,0.225,-2.678,2.903
9.70001,1.15,-1.492,0.308,-2.68,2.988
9.70001,1.149,-1.359,0.896,-2.622,3.518
9.70001,1.148,-1.106,1.708,-2.434,4.142
9.70001,1.146,-1.018,1.993,-2.364,4.357
9.70001,1.144,-1.047,2.032,-2.4,4.432
9.70001,1.142,-1.072,2.044,-2.427,4.471
9.70001,1.14,-1.08,2.05,-2.436,4.486
9.70001,1.138,-1.107,2.019,-2.463,4.482
9.70001,1.138,-1.004,1.978,-2.347,4.325
9.70001,1.137,-1.2,1.383,-2.503,3.886
9.70001,1.137,-1.474,0.356,-2.668,3.024
9.70001,1.136,-1.456,0.449,-2.665,3.114
9.70001,1.135,-1.282,1.102,-2.561,3.6630000000000003
9.70001,1.133,-1.034,1.86,-2.369,4.229
9.70001,1.131,-0.999,2.037,-2.347,4.384
9.70001,1.129,-1.036,2.069,-2.391,4.46
9.70001,1.127,-1.068,2.075,-2.426,4.501
9.70001,1.124,-1.083,2.082,-2.442,4.524
9.70001,1.121,-1.107,2.048,-2.465,4.513
9.70001,1.121,-0.976,2.034,-2.323,4.356999999999999
9.70001,1.121,-1.135,1.559,-2.45,4.009
9.70001,1.12,-1.44,0.496,-2.655,3.151
9.70001,1.119,-1.415,0.602,-2.643,3.2449999999999997
9.70001,1.117,-1.213,1.297,-2.507,3.8040000000000003
9.70001,1.116,-0.984,1.966,-2.324,4.29
9.70001,1.114,-0.983,2.075,-2.334,4.409000000000001
9.70001,1.111,-1.031,2.099,-2.388,4.487
9.70001,1.109,-1.071,2.11,-2.432,4.542
9.70001,1.105,-1.079,2.128,-2.441,4.569
9.70001,1.102,-1.101,2.1,-2.462,4.562
9.70001,1.102,-0.969,2.07,-2.318,4.388
9.70001,1.101,-1.073,1.718,-2.399,4.117
9.70001,1.1,-1.407,0.639,-2.639,3.2779999999999996
9.70001,1.099,-1.378,0.754,-2.624,3.378
9.70001,1.096,-1.156,1.461,-2.463,3.9240000000000004
9.70001,1.094,-0.954,2.025,-2.297,4.322
9.70001,1.091,-0.972,2.115,-2.325,4.44
9.70001,1.087,-1.035,2.137,-2.395,4.532
9.70001,1.083,-1.055,2.191,-2.42,4.611
9.70001,1.079,-1.061,2.225,-2.429,4.654
9.70001,1.074,-1.081,2.195,-2.448,4.643
9.70001,1.074,-0.942,2.135,-2.294,4.429
9.70001,1.073,-0.959,1.955,-2.296,4.2509999999999994
9.70001,1.071,-1.321,0.895,-2.579,3.474
9.70001,1.069,-1.273,1.04,-2.543,3.583
9.70001,1.067,-1.05,1.712,-2.373,4.085
9.70001,1.064,-0.907,2.108,-2.254,4.362
9.70001,1.06,-0.951,2.174,-2.307,4.481
9.70001,1.055,-1.014,2.232,-2.379,4.611000000000001
9.70001,1.05,-1.037,2.297,-2.409,4.7059999999999995
9.70001,1.044,-1.042,2.333,-2.417,4.75
9.70001,1.038,-1.061,2.302,-2.435,4.737
9.70001,1.038,-0.919,2.201,-2.275,4.476
9.70001,1.037,-0.889,2.082,-2.231,4.313
9.70001,1.035,-1.205,1.197,-2.486,3.6830000000000003
9.70001,1.033,-1.154,1.347,-2.447,3.794
9.70001,1.03,-0.94,1.938,-2.274,4.212
9.70001,1.026,-0.87,2.18,-2.22,4.4
9.70001,1.021,-0.945,2.23,-2.305,4.535
9.70001,1.016,-0.992,2.34,-2.363,4.702999999999999
9.70001,1.01,-1.016,2.41,-2.394,4.804
9.70001,1.003,-1.019,2.453,-2.401,4.853999999999999
9.70001,0.996,-1.03,2.436,-2.412,4.848
9.70001,0.995,-0.917,2.256,-2.277,4.5329999999999995
9.70001,0.993,-0.838,2.172,-2.184,4.356
9.70001,0.99,-1.103,1.459,-2.402,3.861
9.70001,0.986,-1.055,1.59,-2.364,3.9539999999999997
9.70001,0.981,-0.844,2.116,-2.185,4.301
9.70001,0.974,-0.827,2.266,-2.18,4.446
9.70001,0.966,-0.904,2.37,-2.27,4.640000000000001
9.70001,0.956,-0.954,2.508,-2.334,4.8420000000000005
9.70001,0.946,-0.957,2.635,-2.348,4.983
9.70001,0.934,-0.952,2.709,-2.347,5.056
9.70001,0.921,-0.974,2.627,-2.368,4.994999999999999
9.70001,0.92,-0.861,2.455,-2.23,4.6850000000000005
9.70001,0.918,-0.755,2.313,-2.107,4.42
9.70001,0.913,-0.924,1.848,-2.247,4.095
9.70001,0.906,-0.871,1.967,-2.2,4.167
9.70001,0.897,-0.739,2.279,-2.085,4.364
9.70001,0.887,-0.778,2.388,-2.137,4.525
9.70001,0.874,-0.848,2.585,-2.226,4.811
9.70001,0.859,-0.87,2.812,-2.266,5.077999999999999
9.70001,0.843,-0.842,2.981,-2.251,5.231999999999999
9.70001,0.825,-0.795,3.092,-2.214,5.306
9.70001,0.805,-0.86,2.831,-2.274,5.105
9.70001,0.804,-0.824,2.635,-2.204,4.839
9.70001,0.801,-0.736,2.384,-2.092,4.476
9.70001,0.795,-0.954,1.859,-2.28,4.138999999999999
