logAge   ,Mass,Gmag,BPmag,RPmag,bp_rp
7.9,3.935,4.211,11.374,2.094,9.280000000000001
7.9,3.894,4.378,11.618,2.25,9.368
7.9,3.844,4.539,11.852,2.4,9.452
7.9,3.843,22.883,36.56,20.097,16.463
7.9,3.842,21.617,34.881,18.861,16.02
7.9,3.84,17.495,29.374,14.843,14.530999999999999
7.9,3.835,11.323,21.168,8.851,12.316999999999998
7.9,3.827,3.235,9.931,1.194,8.736999999999998
7.9,3.813,2.832,9.336,0.821,8.515
7.9,3.794,4.02,11.085,1.921,9.164000000000001
7.9,3.768,4.544,11.855,2.407,9.448
7.9,3.734,4.802,12.232,2.647,9.584999999999999
7.9,3.69,4.978,12.487,2.811,9.676
7.9,3.638,5.148,12.733,2.97,9.763
7.9,3.637,24.003,38.037,21.197,16.84
7.9,3.636,22.75,36.383,19.973,16.410000000000004
7.9,3.634,18.551,30.806,15.874,14.932
7.9,3.628,12.346,22.522,9.843,12.678999999999998
7.9,3.619,3.89,10.885,1.805,9.08
7.9,3.605,3.484,10.286,1.43,8.856
7.9,3.584,4.68,12.044,2.538,9.506
7.9,3.556,5.221,12.835,3.04,9.795000000000002
7.9,3.52,5.576,13.334,3.375,9.959
7.9,3.473,5.864,13.731,3.648,10.083
7.9,3.417,6.159,14.141,3.929,10.212
7.9,3.416,25.393,39.847,22.555,17.292
7.9,3.415,24.205,38.293,21.398,16.895
7.9,3.412,20.046,32.812,17.337,15.474999999999998
7.9,3.406,13.755,24.402,11.215,13.187000000000001
7.9,3.395,4.756,12.143,2.614,9.529
7.9,3.378,4.372,11.579,2.259,9.32
7.9,3.354,5.695,13.492,3.491,10.001000000000001
7.9,3.322,6.528,14.652,4.28,10.372
7.9,3.279,7.042,15.366,4.767,10.599
7.9,3.225,7.49,15.989,5.192,10.797
7.9,3.159,7.99,16.684,5.668,11.016000000000002
7.9,3.158,27.782,42.946,24.884,18.061999999999998
7.9,3.157,26.614,41.418,23.746,17.672
7.9,3.153,22.654,36.241,19.889,16.352
7.9,3.144,16.203,27.694,13.601,14.092999999999998
7.9,3.13,6.523,14.64,4.28,10.36
7.9,3.107,6.072,14.01,3.853,10.157
7.9,3.074,7.902,16.557,5.586,10.970999999999998
7.9,3.03,9.014,18.072,6.648,11.424
7.9,2.972,9.897,19.259,7.496,11.763
7.9,2.9,10.791,20.466,8.354,12.112000000000002
7.9,2.812,11.859,21.88,9.387,12.492999999999999
7.9,2.812,32.284,48.797,29.271,19.525999999999996
7.9,2.809,31.191,47.368,28.207,19.161
7.9,2.798,27.446,42.469,24.559,17.91
7.9,2.775,21.301,34.433,18.575,15.858
7.9,2.736,11.099,20.899,8.656,12.243
7.9,2.676,11.227,21.082,8.783,12.299000000000001
7.9,2.592,14.689,25.725,12.146,13.579
7.9,2.48,17.427,29.327,14.811,14.516000000000002
7.9,2.34,20.199,32.94,17.507,15.432999999999996
7.9,2.173,23.551,37.3,20.772,16.528
7.9,1.981,21.447,34.086,18.659,15.427
7.9,0.97,32.569,32.342,32.832,-0.490000000000002
8.0,0.09,13.677,16.486,12.333,4.1530000000000005
8.0,0.093,13.61,16.42,12.266,4.154000000000002
8.0,0.1,13.479,16.291,12.135,4.156000000000001
8.0,0.102,13.436,16.249,12.092,4.156999999999998
8.0,0.115,13.225,16.04,11.881,4.158999999999999
8.0,0.12,13.122,15.915,11.781,4.133999999999999
8.0,0.126,12.991,15.72,11.656,4.064
8.0,0.14,12.66,15.197,11.346,3.850999999999999
8.0,0.15,12.486,14.941,11.182,3.7590000000000003
8.0,0.16,12.306,14.679,11.014,3.665000000000001
8.0,0.195,11.791,13.927,10.533,3.394
8.0,0.2,11.721,13.824,10.468,3.356
8.0,0.242,11.271,13.196,10.049,3.1470000000000002
8.0,0.25,11.19,13.083,9.973,3.1099999999999994
8.0,0.3,10.75,12.477,9.567,2.91
8.0,0.344,10.423,12.05,9.263,2.787000000000001
8.0,0.35,10.379,11.993,9.222,2.771000000000001
8.0,0.4,10.018,11.532,8.886,2.646000000000001
8.0,0.474,9.429,10.782,8.344,2.4380000000000006
8.0,0.489,9.313,10.636,8.236,2.3999999999999986
8.0,0.5,9.235,10.541,8.165,2.3760000000000012
8.0,0.5,9.234,10.539,8.164,2.375
8.0,0.506,9.179,10.47,8.114,2.356
8.0,0.511,9.138,10.418,8.077,2.3409999999999993
8.0,0.538,8.839,10.037,7.807,2.2300000000000004
8.0,0.55,8.709,9.87,7.691,2.1789999999999994
8.0,0.561,8.547,9.656,7.55,2.1060000000000008
8.0,0.582,8.283,9.312,7.32,1.991999999999999
8.0,0.6,8.066,9.033,7.132,1.9009999999999998
8.0,0.6,8.065,9.031,7.131,1.9000000000000004
8.0,0.602,8.037,8.995,7.108,1.8869999999999996
8.0,0.612,7.906,8.824,6.997,1.827
8.0,0.65,7.508,8.311,6.661,1.6500000000000004
8.0,0.657,7.45,8.236,6.614,1.6220000000000008
8.0,0.7,7.145,7.856,6.353,1.5030000000000001
8.0,0.75,6.737,7.346,6.012,1.3340000000000005
8.0,0.772,6.563,7.141,5.86,1.2809999999999997
8.0,0.8,6.353,6.896,5.676,1.2199999999999998
8.0,0.815,6.241,6.766,5.578,1.1879999999999997
8.0,0.847,6.018,6.509,5.383,1.1260000000000003
8.0,0.85,5.999,6.487,5.366,1.1210000000000004
8.0,0.899,5.674,6.117,5.08,1.037
8.0,0.95,5.376,5.782,4.816,0.9660000000000002
8.0,1.0,5.084,5.454,4.556,0.8979999999999997
8.0,1.05,4.818,5.157,4.32,0.8369999999999997
8.0,1.099,4.562,4.872,4.093,0.7789999999999999
8.0,1.125,4.437,4.733,3.982,0.7509999999999994
8.0,1.149,4.334,4.621,3.889,0.7320000000000007
8.0,1.161,4.282,4.564,3.841,0.7229999999999999
8.0,1.2,4.105,4.37,3.683,0.6870000000000003
8.0,1.223,4.004,4.261,3.593,0.6680000000000001
8.0,1.233,3.939,4.188,3.536,0.6519999999999997
8.0,1.235,3.926,4.173,3.525,0.6480000000000001
8.0,1.25,3.876,4.117,3.481,0.6360000000000001
8.0,1.3,3.67,3.893,3.298,0.5949999999999998
8.0,1.35,3.475,3.681,3.124,0.5569999999999999
8.0,1.4,3.293,3.483,2.963,0.52
8.0,1.45,3.121,3.296,2.813,0.48299999999999965
8.0,1.5,2.96,3.12,2.676,0.44399999999999995
8.0,1.55,2.806,2.949,2.548,0.4009999999999998
8.0,1.6,2.66,2.785,2.433,0.3520000000000003
8.0,1.649,2.522,2.628,2.325,0.30299999999999994
8.0,1.668,2.474,2.574,2.288,0.28600000000000003
8.0,1.674,2.456,2.554,2.274,0.2799999999999998
8.0,1.699,2.392,2.482,2.224,0.258
8.0,1.724,2.33,2.412,2.177,0.23499999999999988
8.0,1.749,2.27,2.345,2.131,0.2140000000000004
8.0,1.774,2.211,2.278,2.086,0.19200000000000017
8.0,1.799,2.154,2.214,2.042,0.17200000000000015
8.0,1.824,2.101,2.154,2.001,0.15300000000000002
8.0,1.849,2.048,2.095,1.96,0.13500000000000023
8.0,1.874,1.997,2.037,1.919,0.11799999999999988
8.0,1.899,1.947,1.983,1.881,0.10200000000000009
8.0,1.924,1.899,1.93,1.841,0.08899999999999997
8.0,1.947,1.857,1.883,1.808,0.07499999999999996
8.0,1.95,1.852,1.878,1.803,0.07499999999999996
8.0,1.993,1.776,1.794,1.74,0.05400000000000005
8.0,2.038,1.698,1.71,1.675,0.03499999999999992
8.0,2.083,1.624,1.63,1.612,0.017999999999999794
8.0,2.129,1.554,1.554,1.551,0.0030000000000001137
8.0,2.132,1.549,1.549,1.547,0.0020000000000000018
8.0,2.174,1.485,1.481,1.492,-0.010999999999999899
8.0,2.219,1.419,1.41,1.433,-0.02300000000000013
8.0,2.265,1.355,1.342,1.376,-0.03399999999999981
8.0,2.356,1.233,1.212,1.266,-0.05400000000000005
8.0,2.509,1.036,1.005,1.087,-0.08200000000000007
8.0,2.538,1.002,0.968,1.054,-0.08600000000000008
8.0,2.72,0.782,0.738,0.85,-0.11199999999999999
8.0,2.881,0.598,0.545,0.676,-0.131
8.0,2.902,0.573,0.52,0.653,-0.133
8.0,2.99,0.475,0.418,0.56,-0.14200000000000007
8.0,3.084,0.371,0.31,0.46,-0.15000000000000002
8.0,3.252,0.191,0.122,0.288,-0.16599999999999998
8.0,3.266,0.175,0.107,0.273,-0.16600000000000004
8.0,3.375,0.059,-0.013,0.162,-0.17500000000000002
8.0,3.447,-0.016,-0.092,0.088,-0.18
8.0,3.559,-0.133,-0.212,-0.023,-0.189
8.0,3.629,-0.205,-0.287,-0.094,-0.19299999999999998
8.0,3.734,-0.313,-0.398,-0.198,-0.2
8.0,3.812,-0.396,-0.483,-0.279,-0.20399999999999996
8.0,3.875,-0.462,-0.55,-0.343,-0.20700000000000002
8.0,3.997,-0.594,-0.685,-0.472,-0.21300000000000008
8.0,4.002,-0.6,-0.69,-0.477,-0.21299999999999997
8.0,4.115,-0.727,-0.82,-0.602,-0.21799999999999997
8.0,4.177,-0.797,-0.891,-0.671,-0.21999999999999997
8.0,4.177,-0.798,-0.892,-0.672,-0.21999999999999997
8.0,4.27,-0.908,-1.003,-0.78,-0.22299999999999986
8.0,4.346,-1.002,-1.099,-0.874,-0.22499999999999998
8.0,4.358,-1.017,-1.113,-0.889,-0.22399999999999998
8.0,4.408,-1.082,-1.178,-0.953,-0.22499999999999998
8.0,4.479,-1.177,-1.273,-1.048,-0.22499999999999987
8.0,4.539,-1.26,-1.356,-1.131,-0.2250000000000001
8.0,4.581,-1.318,-1.414,-1.189,-0.22499999999999987
8.0,4.653,-1.429,-1.525,-1.302,-0.22299999999999986
8.0,4.722,-1.541,-1.636,-1.415,-0.22099999999999986
8.0,4.731,-1.556,-1.651,-1.431,-0.21999999999999997
8.0,4.811,-1.695,-1.788,-1.573,-0.21500000000000008
8.0,4.876,-1.828,-1.917,-1.709,-0.20799999999999996
8.0,4.905,-1.89,-1.977,-1.773,-0.20400000000000018
8.0,4.933,-1.95,-2.036,-1.835,-0.20100000000000007
8.0,4.985,-2.07,-2.153,-1.96,-0.19300000000000006
8.0,5.029,-2.184,-2.263,-2.078,-0.18500000000000005
8.0,5.071,-2.288,-2.364,-2.185,-0.17899999999999983
8.0,5.087,-2.307,-2.386,-2.201,-0.18500000000000005
8.0,5.088,-2.306,-2.386,-2.201,-0.18500000000000005
8.0,5.098,-2.295,-2.379,-2.184,-0.19499999999999984
8.0,5.101,-2.272,-2.361,-2.154,-0.2070000000000003
8.0,5.103,-2.252,-2.346,-2.128,-0.21799999999999997
8.0,5.104,-2.238,-2.337,-2.108,-0.2290000000000001
8.0,5.105,-2.232,-2.335,-2.096,-0.23899999999999988
8.0,5.105,-2.227,-2.332,-2.09,-0.242
8.0,5.105,-2.199,-2.3,-2.067,-0.23299999999999965
8.0,5.105,-2.209,-2.305,-2.082,-0.2230000000000003
8.0,5.106,-2.258,-2.348,-2.139,-0.20900000000000007
8.0,5.106,-2.338,-2.422,-2.225,-0.19700000000000006
8.0,5.106,-2.431,-2.51,-2.325,-0.1849999999999996
8.0,5.106,-2.522,-2.595,-2.423,-0.17200000000000015
8.0,5.106,-2.605,-2.673,-2.514,-0.15900000000000025
8.0,5.107,-2.681,-2.743,-2.596,-0.1469999999999998
8.0,5.107,-2.75,-2.806,-2.671,-0.13500000000000023
8.0,5.107,-2.813,-2.864,-2.742,-0.12199999999999989
8.0,5.107,-2.872,-2.917,-2.808,-0.10899999999999999
8.0,5.107,-2.927,-2.966,-2.87,-0.09600000000000009
8.0,5.108,-2.978,-3.011,-2.929,-0.0820000000000003
8.0,5.108,-3.026,-3.052,-2.985,-0.06700000000000017
8.0,5.108,-3.071,-3.09,-3.038,-0.052000000000000046
8.0,5.108,-3.112,-3.125,-3.089,-0.03600000000000003
8.0,5.108,-3.151,-3.156,-3.138,-0.018000000000000238
8.0,5.109,-3.185,-3.183,-3.184,0.001000000000000334
8.0,5.109,-3.215,-3.205,-3.228,0.02300000000000013
8.0,5.109,-3.24,-3.221,-3.269,0.04800000000000004
8.0,5.109,-3.259,-3.228,-3.306,0.07799999999999985
8.0,5.109,-3.27,-3.227,-3.339,0.1120000000000001
8.0,5.109,-3.275,-3.219,-3.369,0.15000000000000036
8.0,5.109,-3.275,-3.204,-3.395,0.19099999999999984
8.0,5.11,-3.268,-3.179,-3.418,0.23900000000000032
8.0,5.11,-3.258,-3.15,-3.441,0.2909999999999999
8.0,5.11,-3.243,-3.115,-3.462,0.347
8.0,5.11,-3.226,-3.076,-3.478,0.40200000000000014
8.0,5.11,-3.206,-3.034,-3.492,0.4580000000000002
8.0,5.11,-3.183,-2.988,-3.502,0.5139999999999998
8.0,5.11,-3.158,-2.938,-3.51,0.5719999999999996
8.0,5.11,-3.13,-2.885,-3.517,0.6320000000000001
8.0,5.11,-3.1,-2.828,-3.52,0.6920000000000002
8.0,5.11,-3.067,-2.766,-3.52,0.754
8.0,5.11,-3.031,-2.701,-3.516,0.815
8.0,5.111,-2.993,-2.633,-3.507,0.8740000000000001
8.0,5.111,-2.952,-2.565,-3.492,0.927
8.0,5.111,-2.909,-2.497,-3.473,0.976
8.0,5.111,-2.865,-2.429,-3.45,1.0210000000000004
8.0,5.111,-2.816,-2.359,-3.421,1.0619999999999998
8.0,5.111,-2.763,-2.286,-3.384,1.0979999999999999
8.0,5.111,-2.688,-2.189,-3.326,1.137
8.0,5.111,-2.605,-2.085,-3.26,1.1749999999999998
8.0,5.111,-2.524,-1.986,-3.195,1.2089999999999999
8.0,5.111,-2.443,-1.875,-3.136,1.2610000000000001
8.0,5.111,-2.44,-1.864,-3.14,1.276
8.0,5.112,-2.475,-1.869,-3.197,1.328
8.0,5.112,-2.536,-1.911,-3.271,1.3599999999999999
8.0,5.112,-2.612,-1.969,-3.359,1.39
8.0,5.112,-2.686,-2.028,-3.443,1.415
8.0,5.112,-2.755,-2.085,-3.522,1.4369999999999998
8.0,5.112,-2.801,-2.123,-3.573,1.4499999999999997
8.0,5.112,-2.848,-2.16,-3.627,1.4669999999999996
8.0,5.112,-2.868,-2.175,-3.649,1.4740000000000002
8.0,5.112,-2.917,-2.213,-3.706,1.4929999999999999
8.0,5.113,-2.99,-2.269,-3.789,1.52
8.0,5.113,-3.069,-2.329,-3.881,1.5519999999999996
8.0,5.114,-3.153,-2.394,-3.977,1.5829999999999997
8.0,5.114,-3.238,-2.46,-4.072,1.612
8.0,5.115,-3.321,-2.524,-4.166,1.6420000000000003
8.0,5.115,-3.406,-2.589,-4.263,1.674
8.0,5.116,-3.484,-2.646,-4.353,1.7069999999999999
8.0,5.117,-3.556,-2.696,-4.437,1.741
8.0,5.117,-3.569,-2.705,-4.452,1.7469999999999999
8.0,5.119,-3.554,-2.696,-4.434,1.738
8.0,5.124,-3.499,-2.662,-4.366,1.7039999999999997
8.0,5.127,-3.446,-2.626,-4.304,1.6780000000000004
8.0,5.13,-3.388,-2.585,-4.238,1.6530000000000005
8.0,5.133,-3.318,-2.533,-4.156,1.6229999999999998
8.0,5.135,-3.253,-2.485,-4.082,1.597
8.0,5.138,-3.174,-2.425,-3.992,1.5670000000000002
8.0,5.141,-3.104,-2.371,-3.911,1.54
8.0,5.145,-3.012,-2.3,-3.806,1.5060000000000002
8.0,5.15,-2.925,-2.233,-3.706,1.4729999999999999
8.0,5.157,-2.839,-2.17,-3.605,1.435
8.0,5.169,-2.787,-2.142,-3.537,1.395
8.0,5.174,-2.782,-2.146,-3.525,1.379
8.0,5.178,-2.81,-2.182,-3.546,1.3639999999999999
8.0,5.187,-2.922,-2.319,-3.64,1.3210000000000002
8.0,5.191,-3.04,-2.46,-3.742,1.282
8.0,5.194,-3.147,-2.588,-3.833,1.245
8.0,5.198,-3.244,-2.709,-3.912,1.2029999999999998
8.0,5.202,-3.284,-2.758,-3.944,1.186
8.0,5.22,-3.294,-2.757,-3.962,1.205
8.0,5.27,-3.374,-2.822,-4.054,1.2320000000000002
8.0,5.271,-3.373,-2.821,-4.054,1.233
8.0,5.279,-3.364,-2.803,-4.052,1.2489999999999997
8.0,5.291,-3.306,-2.722,-4.01,1.2879999999999998
8.0,5.3,-3.227,-2.621,-3.948,1.327
8.0,5.313,-3.138,-2.5,-3.881,1.3809999999999998
8.0,5.328,-3.112,-2.433,-3.884,1.451
8.0,5.333,-3.169,-2.461,-3.96,1.499
8.0,5.334,-3.239,-2.51,-4.044,1.5339999999999998
8.0,5.334,-3.26,-2.524,-4.068,1.5439999999999996
8.0,5.334,-3.302,-2.555,-4.118,1.5630000000000002
8.0,5.334,-3.323,-2.572,-4.141,1.569
8.0,5.335,-3.299,-2.552,-4.115,1.5630000000000002
8.0,5.336,-3.381,-2.612,-4.21,1.5979999999999999
8.0,5.336,-3.45,-2.662,-4.29,1.6280000000000001
8.0,5.337,-3.519,-2.712,-4.371,1.6590000000000003
8.0,5.337,-3.589,-2.762,-4.452,1.69
8.0,5.338,-3.654,-2.802,-4.53,1.7280000000000002
8.0,5.339,-3.722,-2.846,-4.611,1.7649999999999997
8.0,5.34,-3.782,-2.873,-4.688,1.8149999999999995
8.0,5.341,-3.846,-2.905,-4.768,1.863
8.0,5.341,-3.906,-2.927,-4.847,1.9200000000000004
8.0,5.342,-3.964,-2.94,-4.924,1.9840000000000004
8.0,5.342,-4.02,-2.951,-5.0,2.049
8.0,5.343,-4.068,-2.94,-5.07,2.1300000000000003
8.0,5.343,-4.112,-2.92,-5.137,2.2169999999999996
8.0,5.342,-4.149,-2.882,-5.2,2.318
8.0,5.342,-4.178,-2.822,-5.255,2.433
8.0,5.34,-4.203,-2.745,-5.31,2.5649999999999995
8.0,5.338,-4.21,-2.637,-5.345,2.7079999999999997
8.0,5.336,-4.192,-2.464,-5.362,2.898
8.0,5.333,-4.173,-2.295,-5.374,3.0789999999999997
8.0,5.329,-4.14,-2.105,-5.368,3.2630000000000003
8.0,5.323,-4.085,-1.877,-5.34,3.463
8.0,5.314,-3.995,-1.593,-5.275,3.6820000000000004
8.0,5.302,-3.878,-1.271,-5.185,3.9139999999999997
8.0,5.282,-3.722,-0.907,-5.056,4.149
8.0,5.24,-3.538,-0.517,-4.899,4.382
8.0,5.212,-3.619,-0.698,-4.967,4.269
8.0,5.207,-3.744,-0.983,-5.071,4.088
8.0,5.206,-3.837,-1.204,-5.147,3.9430000000000005
8.0,5.205,-3.915,-1.427,-5.207,3.78
8.0,5.203,-3.939,-1.495,-5.225,3.7299999999999995
8.0,5.202,-3.918,-1.435,-5.209,3.7739999999999996
8.0,5.2,-3.911,-1.414,-5.203,3.7890000000000006
8.0,5.193,-3.76,-1.024,-5.083,4.059
8.0,5.189,-3.715,-0.921,-5.045,4.124
8.0,5.188,-3.781,-1.073,-5.1,4.026999999999999
8.0,5.187,-3.704,-0.895,-5.037,4.1419999999999995
8.0,5.182,-3.574,-0.608,-4.928,4.32
8.0,5.182,-3.575,-0.609,-4.928,4.319
8.0,5.182,-2.929,0.615,-4.374,4.989
8.0,5.182,-2.462,1.367,-3.97,5.337
8.0,5.182,-2.985,0.525,-4.422,4.947
8.0,5.181,-3.358,-0.17,-4.743,4.573
8.0,5.181,-3.879,-1.33,-5.179,3.849
8.0,5.18,-3.754,-1.01,-5.078,4.0680000000000005
8.0,5.178,-3.635,-0.735,-4.978,4.242999999999999
8.0,5.176,-3.53,-0.513,-4.891,4.378
8.0,5.173,-3.465,-0.379,-4.835,4.4559999999999995
8.0,5.17,-3.412,-0.276,-4.789,4.513
8.0,5.166,-3.329,-0.123,-4.717,4.593999999999999
8.0,5.166,-1.279,3.243,-2.935,6.178
8.0,5.166,-1.802,2.418,-3.395,5.813000000000001
8.0,5.166,-2.596,1.145,-4.084,5.228999999999999
8.0,5.165,-3.2,0.152,-4.606,4.758
8.0,5.164,-3.724,-0.951,-5.052,4.101
8.0,5.163,-3.565,-0.593,-4.919,4.326
8.0,5.161,-3.418,-0.291,-4.793,4.502
8.0,5.159,-3.305,-0.082,-4.696,4.614
8.0,5.156,-3.371,-0.17,-4.753,4.583
8.0,5.151,-3.339,-0.109,-4.725,4.616
8.0,5.147,-3.296,-0.029,-4.688,4.659
8.0,5.146,-0.625,4.263,-2.356,6.619
8.0,5.146,-1.24,3.3,-2.9,6.199999999999999
8.0,5.146,-2.274,1.661,-3.805,5.466
8.0,5.145,-3.022,0.449,-4.452,4.901
8.0,5.144,-3.607,-0.689,-4.952,4.263
8.0,5.142,-3.414,-0.292,-4.789,4.497
8.0,5.14,-3.357,-0.149,-4.739,4.59
8.0,5.136,-3.262,0.03,-4.657,4.687
8.0,5.132,-3.187,0.165,-4.592,4.757
8.0,5.126,-3.136,0.252,-4.548,4.8
8.0,5.12,-3.09,0.33,-4.508,4.838
8.0,5.12,0.442,5.882,-1.397,7.279
8.0,5.119,-0.446,4.53,-2.195,6.725
8.0,5.119,-1.77,2.456,-3.364,5.82
8.0,5.118,-2.835,0.747,-4.289,5.036
8.0,5.116,-3.44,-0.351,-4.81,4.459
8.0,5.114,-3.342,-0.129,-4.726,4.5969999999999995
8.0,5.111,-3.163,0.203,-4.57,4.773000000000001
8.0,5.106,-3.062,0.371,-4.484,4.855
8.0,5.1,-3.001,0.472,-4.431,4.9030000000000005
8.0,5.093,-2.955,0.545,-4.391,4.936
8.0,5.084,-2.909,0.618,-4.351,4.969
8.0,5.083,1.541,7.555,-0.402,7.957
8.0,5.083,0.588,6.098,-1.266,7.364
8.0,5.083,-1.164,3.411,-2.831,6.242
8.0,5.081,-2.507,1.268,-4.003,5.271
8.0,5.079,-3.364,-0.184,-4.742,4.558
8.0,5.076,-3.155,0.208,-4.562,4.7700000000000005
8.0,5.072,-2.984,0.494,-4.414,4.9079999999999995
8.0,5.066,-2.884,0.653,-4.328,4.981
8.0,5.058,-2.825,0.748,-4.277,5.025
8.0,5.049,-2.78,0.819,-4.238,5.057
8.0,5.037,-2.697,0.951,-4.165,5.116
8.0,5.037,3.075,9.803,1.019,8.784
8.0,5.036,1.656,7.721,-0.295,8.016
8.0,5.036,-0.44,4.528,-2.186,6.7139999999999995
8.0,5.034,-2.185,1.78,-3.724,5.5040000000000004
8.0,5.031,-3.214,0.091,-4.611,4.702
8.0,5.028,-2.985,0.481,-4.413,4.894
8.0,5.022,-2.816,0.754,-4.268,5.022
8.0,5.015,-2.672,0.985,-4.142,5.127000000000001
8.0,5.005,-2.567,1.154,-4.051,5.205
8.0,4.993,-2.493,1.272,-3.987,5.259
8.0,4.979,-2.424,1.383,-3.927,5.3100000000000005
8.0,4.979,4.352,11.668,2.203,9.465
8.0,4.978,2.948,9.612,0.903,8.709
8.0,4.977,0.372,5.754,-1.456,7.209999999999999
8.0,4.976,-1.794,2.391,-3.379,5.77
8.0,4.973,-3.059,0.346,-4.474,4.82
8.0,4.968,-2.837,0.708,-4.283,4.9910000000000005
8.0,4.962,-2.596,1.098,-4.074,5.172
8.0,4.953,-2.415,1.391,-3.918,5.309
8.0,4.942,-2.32,1.544,-3.835,5.379
8.0,4.927,-2.256,1.644,-3.78,5.4239999999999995
8.0,4.91,-2.199,1.734,-3.731,5.465
8.0,4.91,5.569,13.408,3.344,10.064
8.0,4.909,4.008,11.159,1.886,9.273000000000001
8.0,4.908,1.036,6.775,-0.856,7.631
8.0,4.906,-1.394,3.014,-3.027,6.041
8.0,4.903,-2.931,0.545,-4.361,4.906
8.0,4.897,-2.693,0.928,-4.156,5.084
8.0,4.89,-2.373,1.448,-3.879,5.327
8.0,4.88,-2.2,1.727,-3.73,5.457
8.0,4.867,-2.11,1.87,-3.652,5.522
8.0,4.85,-2.052,1.961,-3.602,5.563
8.0,4.831,-1.995,2.051,-3.552,5.603
8.0,4.83,6.799,15.118,4.508,10.61
8.0,4.829,4.916,12.492,2.729,9.763000000000002
8.0,4.828,1.737,7.827,-0.214,8.041
8.0,4.826,-1.047,3.555,-2.72,6.275
8.0,4.822,-2.814,0.717,-4.257,4.973999999999999
8.0,4.816,-2.492,1.241,-3.979,5.220000000000001
8.0,4.807,-2.179,1.748,-3.709,5.457
8.0,4.796,-2.011,2.018,-3.564,5.582
8.0,4.781,-1.87,2.238,-3.44,5.678
8.0,4.762,-1.779,2.378,-3.36,5.7379999999999995
8.0,4.74,-1.702,2.497,-3.291,5.788
8.0,4.739,7.83,16.545,5.485,11.060000000000002
8.0,4.739,5.953,13.937,3.71,10.227
8.0,4.737,2.524,8.974,0.517,8.457
8.0,4.735,-0.748,4.015,-2.455,6.47
8.0,4.73,-2.71,0.869,-4.164,5.0329999999999995
8.0,4.723,-2.317,1.509,-3.825,5.334
8.0,4.714,-2.009,2.007,-3.559,5.566000000000001
8.0,4.701,-1.739,2.433,-3.322,5.755
8.0,4.684,-1.593,2.662,-3.194,5.856
8.0,4.663,-1.508,2.795,-3.118,5.913
8.0,4.638,-1.439,2.901,-3.057,5.958
8.0,4.637,8.902,17.979,6.515,11.463999999999999
8.0,4.637,6.902,15.253,4.61,10.643
8.0,4.635,3.241,10.016,1.183,8.833
8.0,4.633,-0.296,4.689,-2.047,6.736000000000001
8.0,4.628,-2.58,1.064,-4.047,5.111
8.0,4.62,-2.15,1.76,-3.677,5.437
8.0,4.61,-1.768,2.372,-3.344,5.715999999999999
8.0,4.595,-1.479,2.831,-3.091,5.922000000000001
8.0,4.577,-1.34,3.05,-2.968,6.018
8.0,4.554,-1.262,3.171,-2.899,6.07
8.0,4.527,-1.202,3.264,-2.846,6.109999999999999
8.0,4.526,9.838,19.232,7.413,11.818999999999999
8.0,4.525,7.732,16.398,5.397,11.001
8.0,4.524,3.87,10.934,1.768,9.165999999999999
8.0,4.521,0.115,5.308,-1.674,6.981999999999999
8.0,4.515,-2.429,1.291,-3.913,5.204
8.0,4.507,-2.001,1.983,-3.545,5.5280000000000005
8.0,4.496,-1.528,2.738,-3.131,5.869
8.0,4.48,-1.243,3.191,-2.881,6.071999999999999
8.0,4.46,-1.105,3.408,-2.759,6.167
8.0,4.436,-1.026,3.529,-2.689,6.218
8.0,4.406,-0.957,3.634,-2.628,6.2620000000000005
8.0,4.405,10.825,20.544,8.364,12.18
8.0,4.404,8.677,17.669,6.302,11.367
8.0,4.403,4.504,11.859,2.357,9.501999999999999
8.0,4.399,0.526,5.932,-1.301,7.2330000000000005
8.0,4.393,-2.277,1.518,-3.778,5.296
8.0,4.385,-1.826,2.246,-3.389,5.635
8.0,4.372,-1.285,3.108,-2.914,6.022
8.0,4.356,-1.002,3.555,-2.665,6.220000000000001
8.0,4.334,-0.863,3.771,-2.543,6.314
8.0,4.307,-0.783,3.893,-2.472,6.365
8.0,4.275,-0.717,3.992,-2.413,6.404999999999999
8.0,4.274,11.827,21.875,9.335,12.54
8.0,4.273,9.636,18.962,7.224,11.738
8.0,4.271,5.142,12.79,2.952,9.838
8.0,4.267,0.94,6.562,-0.924,7.486000000000001
8.0,4.261,-2.115,1.753,-3.632,5.385
8.0,4.252,-1.573,2.628,-3.162,5.79
8.0,4.239,-1.034,3.483,-2.69,6.173
8.0,4.221,-0.754,3.924,-2.444,6.368
8.0,4.198,-0.619,4.136,-2.324,6.46
8.0,4.169,-0.531,4.272,-2.245,6.517
8.0,4.134,-0.425,4.432,-2.149,6.581
8.0,4.134,12.816,23.187,10.296,12.891000000000002
8.0,4.133,10.573,20.219,8.126,12.093000000000002
8.0,4.131,5.967,13.934,3.736,10.197999999999999
8.0,4.127,1.342,7.172,-0.556,7.728
8.0,4.12,-1.956,1.984,-3.489,5.473
8.0,4.11,-1.323,3.004,-2.938,5.942
8.0,4.096,-0.786,3.853,-2.467,6.32
8.0,4.077,-0.499,4.313,-2.213,6.526
8.0,4.052,-0.268,4.668,-2.005,6.673
8.0,4.021,-0.136,4.869,-1.884,6.753
8.0,3.982,-0.02,5.046,-1.779,6.825
8.0,3.982,13.875,24.609,11.327,13.282000000000002
