logAge   ,Mass,Gmag,BPmag,RPmag
8.80000,1.000000,5.0300,5.3960,4.5070
8.80000,1.033000,4.8440,5.1880,4.3410
8.80000,1.049000,4.7580,5.0920,4.2650
8.80000,1.099000,4.5000,4.8060,4.0350
8.80000,1.149000,4.2540,4.5350,3.8160
8.80000,1.185000,4.0830,4.3480,3.6620
8.80000,1.199000,4.0190,4.2780,3.6050
8.80000,1.205000,3.9880,4.2440,3.5760
8.80000,1.222000,3.9140,4.1640,3.5110
8.80000,1.246000,3.8080,4.0480,3.4160
8.80000,1.250000,3.7950,4.0340,3.4040
8.80000,1.300000,3.5850,3.8060,3.2170
8.80000,1.350000,3.3850,3.5900,3.0360
8.80000,1.400000,3.1950,3.3860,2.8670
8.80000,1.417000,3.1330,3.3190,2.8120
8.80000,1.450000,3.0150,3.1910,2.7070
8.80000,1.493000,2.8690,3.0320,2.5790
8.80000,1.500000,2.8430,3.0050,2.5570
8.80000,1.541000,2.7070,2.8550,2.4410
8.80000,1.550000,2.6780,2.8240,2.4170
8.80000,1.600000,2.5210,2.6510,2.2850
8.80000,1.647000,2.3780,2.4940,2.1660
8.80000,1.649000,2.3710,2.4870,2.1600
8.80000,1.656000,2.3530,2.4660,2.1440
8.80000,1.674000,2.2990,2.4070,2.0990
8.80000,1.699000,2.2280,2.3300,2.0390
8.80000,1.724000,2.1570,2.2540,1.9790
8.80000,1.742000,2.1090,2.2020,1.9370
8.80000,1.749000,2.0890,2.1800,1.9200
8.80000,1.774000,2.0210,2.1060,1.8620
8.80000,1.783000,1.9950,2.0780,1.8390
8.80000,1.799000,1.9540,2.0350,1.8040
8.80000,1.824000,1.8870,1.9630,1.7460
8.80000,1.833000,1.8630,1.9370,1.7250
8.80000,1.849000,1.8210,1.8930,1.6890
8.80000,1.874000,1.7560,1.8230,1.6320
8.80000,1.876000,1.7500,1.8170,1.6270
8.80000,1.899000,1.6910,1.7540,1.5740
8.80000,1.919000,1.6400,1.7000,1.5290
8.80000,1.924000,1.6260,1.6850,1.5170
8.80000,1.925000,1.6240,1.6830,1.5150
8.80000,1.947000,1.5670,1.6220,1.4640
8.80000,1.990000,1.4580,1.5080,1.3660
8.80000,1.993000,1.4490,1.4990,1.3580
8.80000,2.038000,1.3330,1.3780,1.2510
8.80000,2.081000,1.2210,1.2620,1.1470
8.80000,2.083000,1.2160,1.2570,1.1420
8.80000,2.126000,1.1060,1.1440,1.0370
8.80000,2.129000,1.0990,1.1370,1.0310
8.80000,2.133000,1.0890,1.1260,1.0210
8.80000,2.174000,0.9790,1.0150,0.9140
8.80000,2.176000,0.9750,1.0110,0.9090
8.80000,2.219000,0.8570,0.8930,0.7930
8.80000,2.251000,0.7700,0.8060,0.7050
8.80000,2.265000,0.7320,0.7690,0.6670
8.80000,2.289000,0.6660,0.7040,0.6000
8.80000,2.326000,0.5650,0.6050,0.4920
8.80000,2.356000,0.4800,0.5240,0.4010
8.80000,2.377000,0.4210,0.4680,0.3360
8.80000,2.408000,0.3320,0.3860,0.2350
8.80000,2.434000,0.2550,0.3180,0.1430
8.80000,2.458000,0.1850,0.2580,0.0560
8.80000,2.485000,0.1090,0.1950,-0.0440
8.80000,2.506000,0.0460,0.1460,-0.1310
8.80000,2.531000,-0.0390,0.0710,-0.2340
8.80000,2.538000,-0.0820,0.0200,-0.2630
8.80000,2.540000,-0.1010,-0.0030,-0.2740
8.80000,2.544000,-0.1430,-0.0610,-0.2890
8.80000,2.545000,-0.1770,-0.1100,-0.2960
8.80000,2.546000,-0.2100,-0.1570,-0.3040
8.80000,2.546000,-0.2390,-0.1970,-0.3130
8.80000,2.546000,-0.2740,-0.2420,-0.3280
8.80000,2.546000,-0.3050,-0.2810,-0.3430
8.80000,2.547000,-0.3150,-0.2950,-0.3460
8.80000,2.547000,-0.2710,-0.2470,-0.3090
8.80000,2.547000,-0.2190,-0.1880,-0.2730
8.80000,2.547000,-0.1910,-0.1490,-0.2640
8.80000,2.547000,-0.1980,-0.1420,-0.2960
8.80000,2.547000,-0.2360,-0.1650,-0.3630
8.80000,2.547000,-0.2750,-0.1860,-0.4320
8.80000,2.547000,-0.2990,-0.1910,-0.4880
8.80000,2.547000,-0.3110,-0.1840,-0.5320
8.80000,2.548000,-0.3130,-0.1670,-0.5660
8.80000,2.548000,-0.3080,-0.1420,-0.5920
8.80000,2.548000,-0.2970,-0.1100,-0.6110
8.80000,2.548000,-0.2800,-0.0720,-0.6230
8.80000,2.548000,-0.2590,-0.0290,-0.6310
8.80000,2.548000,-0.2340,0.0190,-0.6330
8.80000,2.548000,-0.2040,0.0690,-0.6280
8.80000,2.549000,-0.1680,0.1240,-0.6150
8.80000,2.549000,-0.1240,0.1860,-0.5910
8.80000,2.549000,-0.0650,0.2650,-0.5530
8.80000,2.549000,-0.0040,0.3420,-0.5090
8.80000,2.549000,0.0690,0.4330,-0.4520
8.80000,2.550000,0.1530,0.5320,-0.3840
8.80000,2.550000,0.2320,0.6240,-0.3170
8.80000,2.550000,0.3290,0.7380,-0.2350
8.80000,2.550000,0.4110,0.8380,-0.1700
8.80000,2.550000,0.4620,0.9080,-0.1340
8.80000,2.551000,0.4600,0.9120,-0.1420
8.80000,2.551000,0.3930,0.8680,-0.2280
8.80000,2.551000,0.3070,0.7960,-0.3260
8.80000,2.552000,0.2230,0.7240,-0.4190
8.80000,2.552000,0.1430,0.6520,-0.5080
8.80000,2.552000,0.0620,0.5810,-0.5950
8.80000,2.552000,-0.0180,0.5090,-0.6820
8.80000,2.553000,-0.0980,0.4380,-0.7680
8.80000,2.553000,-0.1780,0.3660,-0.8550
8.80000,2.553000,-0.1980,0.3480,-0.8760
8.80000,2.553000,-0.2200,0.3290,-0.9000
8.80000,2.553000,-0.3060,0.2520,-0.9940
8.80000,2.553000,-0.3280,0.2330,-1.0170
8.80000,2.553000,-0.3490,0.2140,-1.0410
8.80000,2.554000,-0.4350,0.1380,-1.1330
8.80000,2.554000,-0.5210,0.0610,-1.2270
8.80000,2.554000,-0.6060,-0.0140,-1.3190
8.80000,2.554000,-0.6900,-0.0880,-1.4090
8.80000,2.554000,-0.7730,-0.1610,-1.4990
8.80000,2.555000,-0.8570,-0.2350,-1.5900
8.80000,2.555000,-0.9380,-0.3040,-1.6790
8.80000,2.555000,-1.0190,-0.3750,-1.7680
8.80000,2.555000,-1.0990,-0.4450,-1.8540
8.80000,2.556000,-1.1860,-0.5210,-1.9480
8.80000,2.556000,-1.2760,-0.5990,-2.0460
8.80000,2.556000,-1.3670,-0.6790,-2.1440
8.80000,2.556000,-1.4520,-0.7530,-2.2370
8.80000,2.556000,-1.4980,-0.7930,-2.2870
8.80000,2.557000,-1.4680,-0.7670,-2.2540
8.80000,2.557000,-1.4140,-0.7210,-2.1950
8.80000,2.557000,-1.3420,-0.6580,-2.1170
8.80000,2.557000,-1.2790,-0.6030,-2.0490
8.80000,2.557000,-1.2110,-0.5440,-1.9750
8.80000,2.557000,-1.1400,-0.4820,-1.8970
8.80000,2.558000,-1.0660,-0.4180,-1.8170
8.80000,2.558000,-0.9870,-0.3490,-1.7300
8.80000,2.558000,-0.8970,-0.2730,-1.6320
8.80000,2.559000,-0.8010,-0.1900,-1.5280
8.80000,2.559000,-0.7060,-0.1060,-1.4230
8.80000,2.559000,-0.6120,-0.0250,-1.3210
8.80000,2.560000,-0.5200,0.0560,-1.2210
8.80000,2.560000,-0.4290,0.1360,-1.1220
8.80000,2.560000,-0.3390,0.2150,-1.0240
8.80000,2.561000,-0.2490,0.2950,-0.9250
8.80000,2.561000,-0.1610,0.3730,-0.8300
8.80000,2.562000,-0.0550,0.4680,-0.7150
8.80000,2.563000,0.0470,0.5600,-0.6050
8.80000,2.565000,0.1290,0.6320,-0.5160
8.80000,2.567000,0.2070,0.6990,-0.4290
8.80000,2.569000,0.2310,0.7190,-0.4010
8.80000,2.599000,0.1260,0.6150,-0.5070
8.80000,2.632000,0.0130,0.5030,-0.6210
8.80000,2.658000,-0.0830,0.4080,-0.7180
8.80000,2.680000,-0.1660,0.3270,-0.8030
8.80000,2.704000,-0.2540,0.2430,-0.8940
8.80000,2.704000,-0.2570,0.2410,-0.8970
8.80000,2.720000,-0.3310,0.1750,-0.9770
8.80000,2.731000,-0.3860,0.1260,-1.0370
8.80000,2.738000,-0.4550,0.0690,-1.1160
8.80000,2.741000,-0.5250,0.0120,-1.1950
8.80000,2.742000,-0.6060,-0.0570,-1.2870
8.80000,2.742000,-0.7090,-0.1450,-1.4010
8.80000,2.742000,-0.7980,-0.2210,-1.4990
8.80000,2.742000,-0.8560,-0.2710,-1.5630
8.80000,2.742000,-0.8760,-0.2880,-1.5850
8.80000,2.742000,-0.9670,-0.3660,-1.6850
8.80000,2.742000,-1.0890,-0.4710,-1.8200
8.80000,2.743000,-1.0390,-0.4290,-1.7640
8.80000,2.743000,-0.9110,-0.3190,-1.6240
8.80000,2.746000,-1.0190,-0.4110,-1.7430
8.80000,2.747000,-1.1290,-0.5050,-1.8630
8.80000,2.748000,-1.2260,-0.5890,-1.9690
8.80000,2.749000,-1.3180,-0.6690,-2.0700
8.80000,2.749000,-1.4040,-0.7390,-2.1670
8.80000,2.750000,-1.4830,-0.7980,-2.2590
8.80000,2.750000,-1.5730,-0.8760,-2.3560
8.80000,2.750000,-1.6600,-0.9510,-2.4510
8.80000,2.751000,-1.7370,-1.0120,-2.5390
8.80000,2.751000,-1.8200,-1.0830,-2.6300
8.80000,2.751000,-1.9020,-1.1510,-2.7200
8.80000,2.751000,-1.9830,-1.2170,-2.8120
8.80000,2.751000,-2.0620,-1.2770,-2.9020
8.80000,2.751000,-2.1420,-1.3370,-2.9920
8.80000,2.751000,-2.2200,-1.3950,-3.0820
8.80000,2.751000,-2.2950,-1.4460,-3.1710
8.80000,2.751000,-2.3700,-1.4960,-3.2600
8.80000,2.751000,-2.4430,-1.5400,-3.3480
8.80000,2.751000,-2.5160,-1.5790,-3.4370
8.80000,2.751000,-2.5870,-1.6110,-3.5260
8.80000,2.750000,-2.6460,-1.6220,-3.6080
8.80000,2.750000,-2.6920,-1.6300,-3.6700
8.80000,2.750000,-2.7180,-1.6260,-3.7080
8.80000,2.749000,-2.7410,-1.6190,-3.7420
8.80000,2.749000,-2.7640,-1.6110,-3.7760
8.80000,2.749000,-2.7940,-1.5970,-3.8230
8.80000,2.748000,-2.8210,-1.5680,-3.8690
8.80000,2.748000,-2.8480,-1.5180,-3.9190
8.80000,2.748000,-2.8750,-1.4580,-3.9710
8.80000,2.747000,-2.8880,-1.3700,-4.0110
8.80000,2.746000,-2.8980,-1.2820,-4.0450
8.80000,2.745000,-2.9000,-1.2290,-4.0590
8.80000,2.745000,-2.9000,-1.2020,-4.0650
8.80000,2.745000,-2.8970,-1.1310,-4.0760
8.80000,2.745000,-2.8930,-1.0590,-4.0860
8.80000,2.745000,-2.8950,-1.1600,-4.0680
8.80000,2.745000,-2.8930,-1.2720,-4.0420
8.80000,2.745000,-2.8960,-1.1240,-4.0760
8.80000,2.745000,-2.8900,-1.0010,-4.0940
8.80000,2.745000,-2.8920,-1.0400,-4.0890
8.80000,2.745000,-2.8930,-1.0810,-4.0820
8.80000,2.745000,-2.8950,-1.1560,-4.0690
8.80000,2.745000,-2.8950,-1.1920,-4.0610
8.80000,2.745000,-2.8960,-1.2310,-4.0540
8.80000,2.745000,-2.8940,-1.2650,-4.0450
8.80000,2.745000,-2.8920,-1.2750,-4.0400
8.80000,2.745000,-2.8950,-1.2070,-4.0580
8.80000,2.745000,-2.8960,-1.2430,-4.0520
8.80000,2.745000,-2.8910,-1.2770,-4.0380
8.80000,2.745000,-2.8880,-1.2920,-4.0300
8.80000,2.745000,-2.8940,-1.2670,-4.0440
8.80000,2.744000,-2.8970,-1.2460,-4.0520
8.80000,2.744000,-2.9000,-1.2610,-4.0520
8.80000,2.744000,-2.9000,-1.2310,-4.0590
8.80000,2.744000,-2.8980,-1.1550,-4.0720
8.80000,2.744000,-2.8940,-1.0660,-4.0860
8.80000,2.744000,-2.8810,-0.9300,-4.0970
8.80000,2.744000,-2.8510,-0.7630,-4.0890
8.80000,2.743000,-2.8300,-0.6350,-4.0840
8.80000,2.743000,-2.8300,-0.6350,-4.0840
8.80000,2.743000,-3.0430,-1.4060,-4.1940
8.80000,2.743000,-3.0420,-1.4150,-4.1910
8.80000,2.743000,-2.9720,-1.7570,-4.0070
8.80000,2.743000,-2.8920,-1.8290,-3.8690
8.80000,2.743000,-2.9280,-1.7970,-3.9320
8.80000,2.743000,-3.0000,-1.6650,-4.0720
8.80000,2.742000,-3.0340,-1.4140,-4.1810
8.80000,2.742000,-3.0260,-1.1590,-4.2260
8.80000,2.742000,-3.0030,-0.9910,-4.2280
8.80000,2.741000,-2.9870,-0.9080,-4.2220
8.80000,2.740000,-2.7820,-0.4670,-4.0510
8.80000,2.741000,-2.9630,-0.7810,-4.2150
8.80000,2.740000,-3.0150,-1.2610,-4.1920
8.80000,2.740000,-2.9720,-1.6620,-4.0360
8.80000,2.740000,-2.9040,-1.7680,-3.9100
8.80000,2.740000,-2.9370,-1.7250,-3.9710
8.80000,2.740000,-2.9860,-1.5320,-4.0920
8.80000,2.739000,-2.9870,-1.2030,-4.1700
8.80000,2.738000,-2.9450,-0.8820,-4.1780
8.80000,2.738000,-2.8930,-0.6540,-4.1530
8.80000,2.737000,-2.8410,-0.4950,-4.1130
8.80000,2.736000,-2.6950,-0.1720,-3.9880
8.80000,2.736000,-2.7600,-0.2370,-4.0530
8.80000,2.736000,-2.9050,-0.8730,-4.1330
8.80000,2.736000,-2.9290,-1.4140,-4.0500
8.80000,2.735000,-2.8900,-1.6010,-3.9480
8.80000,2.735000,-2.9120,-1.5280,-3.9990
8.80000,2.734000,-2.9310,-1.2640,-4.0890
8.80000,2.734000,-2.8970,-0.8800,-4.1230
8.80000,2.733000,-2.8220,-0.5170,-4.0890
8.80000,2.732000,-2.7550,-0.2780,-4.0430
8.80000,2.731000,-2.7220,-0.1680,-4.0200
8.80000,2.729000,-2.6400,0.0020,-3.9470
8.80000,2.729000,-2.6600,0.0360,-3.9720
8.80000,2.729000,-2.8410,-0.6290,-4.0980
8.80000,2.729000,-2.9150,-1.2580,-4.0710
8.80000,2.729000,-2.8980,-1.5020,-3.9890
8.80000,2.728000,-2.9070,-1.4000,-4.0270
8.80000,2.728000,-2.9060,-1.0960,-4.0950
8.80000,2.727000,-2.8500,-0.6820,-4.1000
8.80000,2.726000,-2.7460,-0.2800,-4.0330
8.80000,2.724000,-2.6900,-0.0800,-3.9940
8.80000,2.723000,-2.6650,0.0030,-3.9750
8.80000,2.721000,-2.5780,0.1820,-3.8970
8.80000,2.721000,-2.5870,0.2530,-3.9140
8.80000,2.721000,-2.7770,-0.4020,-4.0530
8.80000,2.721000,-2.9070,-1.1220,-4.0900
8.80000,2.720000,-2.9070,-1.4070,-4.0250
8.80000,2.719000,-2.9110,-1.2920,-4.0590
8.80000,2.719000,-2.8850,-0.9470,-4.0980
8.80000,2.717000,-2.7840,-0.4680,-4.0530
8.80000,2.716000,-2.6710,-0.0710,-3.9730
8.80000,2.714000,-2.6070,0.1250,-3.9230
8.80000,2.712000,-2.5720,0.2210,-3.8950
8.80000,2.709000,-2.5330,0.3040,-3.8590
8.80000,2.709000,-2.4910,0.4570,-3.8290
8.80000,2.709000,-2.6700,-0.1160,-3.9680
8.80000,2.709000,-2.8640,-0.9350,-4.0760
8.80000,2.708000,-2.8890,-1.2730,-4.0360
8.80000,2.707000,-2.8820,-1.1350,-4.0570
8.80000,2.706000,-2.8340,-0.7600,-4.0690
8.80000,2.705000,-2.7070,-0.2450,-3.9930
8.80000,2.703000,-2.6050,0.1040,-3.9190
8.80000,2.701000,-2.5460,0.2900,-3.8730
8.80000,2.698000,-2.5270,0.3490,-3.8580
8.80000,2.695000,-2.4750,0.4470,-3.8100
8.80000,2.695000,-2.4420,0.5980,-3.7880
8.80000,2.695000,-2.6210,0.0550,-3.9310
8.80000,2.695000,-2.8410,-0.7800,-4.0740
8.80000,2.694000,-2.8900,-1.1610,-4.0610
8.80000,2.693000,-2.8770,-1.0160,-4.0760
8.80000,2.691000,-2.8050,-0.6070,-4.0600
8.80000,2.689000,-2.6520,-0.0700,-3.9520
8.80000,2.687000,-2.5420,0.2730,-3.8670
8.80000,2.684000,-2.4930,0.4120,-3.8260
8.80000,2.681000,-2.4710,0.4700,-3.8080
8.80000,2.677000,-2.4400,0.5280,-3.7790
8.80000,2.677000,-2.4050,0.6620,-3.7550
8.80000,2.677000,-2.5410,0.2530,-3.8640
8.80000,2.676000,-2.7960,-0.6130,-4.0480
8.80000,2.675000,-2.8690,-1.0410,-4.0610
8.80000,2.674000,-2.8470,-0.8800,-4.0650
8.80000,2.672000,-2.7440,-0.4260,-4.0130
8.80000,2.670000,-2.5960,0.0760,-3.9060
8.80000,2.668000,-2.4930,0.3870,-3.8240
8.80000,2.665000,-2.4470,0.5180,-3.7860
8.80000,2.661000,-2.4250,0.5750,-3.7670
8.80000,2.657000,-2.3900,0.6390,-3.7350
8.80000,2.657000,-2.3740,0.7250,-3.7290
8.80000,2.656000,-2.4850,0.3990,-3.8170
8.80000,2.656000,-2.7410,-0.4270,-4.0100
8.80000,2.655000,-2.8530,-0.9230,-4.0650
8.80000,2.653000,-2.8150,-0.7360,-4.0510
8.80000,2.651000,-2.6820,-0.2350,-3.9660
8.80000,2.648000,-2.5300,0.2470,-3.8510
8.80000,2.645000,-2.4340,0.5170,-3.7720
8.80000,2.641000,-2.3860,0.6450,-3.7310
8.80000,2.637000,-2.3760,0.6670,-3.7230
8.80000,2.632000,-2.3660,0.6840,-3.7140
8.80000,2.632000,-2.3290,0.8100,-3.6890
8.80000,2.631000,-2.4020,0.5780,-3.7420
8.80000,2.631000,-2.6470,-0.1690,-3.9350
8.80000,2.629000,-2.7970,-0.7350,-4.0310
8.80000,2.628000,-2.7560,-0.5430,-4.0130
8.80000,2.626000,-2.6030,-0.0260,-3.9030
8.80000,2.623000,-2.4600,0.4070,-3.7900
8.80000,2.619000,-2.3730,0.6480,-3.7170
8.80000,2.615000,-2.3600,0.6910,-3.7080
8.80000,2.610000,-2.3530,0.7090,-3.7020
8.80000,2.605000,-2.3400,0.7290,-3.6900
8.80000,2.605000,-2.3060,0.8610,-3.6720
8.80000,2.604000,-2.3620,0.6700,-3.7080
8.80000,2.604000,-2.5980,-0.0200,-3.8980
8.80000,2.602000,-2.7700,-0.6180,-4.0180
8.80000,2.600000,-2.7070,-0.3900,-3.9760
8.80000,2.598000,-2.5550,0.1050,-3.8640
8.80000,2.594000,-2.4130,0.5130,-3.7490
8.80000,2.590000,-2.3470,0.6950,-3.6940
8.80000,2.585000,-2.3320,0.7370,-3.6820
8.80000,2.580000,-2.3210,0.7600,-3.6730
8.80000,2.573000,-2.3090,0.7780,-3.6620
8.80000,2.573000,-2.2570,0.9480,-3.6290
8.80000,2.573000,-2.3300,0.7250,-3.6780
8.80000,2.572000,-2.5330,0.1390,-3.8440
8.80000,2.570000,-2.7190,-0.4640,-3.9810
8.80000,2.568000,-2.6430,-0.2160,-3.9250
8.80000,2.565000,-2.4890,0.2610,-3.8080
8.80000,2.562000,-2.3550,0.6330,-3.6960
8.80000,2.557000,-2.3160,0.7440,-3.6650
8.80000,2.552000,-2.2960,0.7920,-3.6490
8.80000,2.545000,-2.2900,0.8110,-3.6440
8.80000,2.538000,-2.2850,0.8220,-3.6400
8.80000,2.538000,-2.2170,1.0270,-3.5950
8.80000,2.538000,-2.2940,0.7830,-3.6450
8.80000,2.537000,-2.4600,0.3110,-3.7810
8.80000,2.535000,-2.6520,-0.2870,-3.9270
8.80000,2.532000,-2.5740,-0.0350,-3.8690
8.80000,2.529000,-2.4220,0.4140,-3.7490
8.80000,2.525000,-2.3080,0.7210,-3.6530
8.80000,2.520000,-2.2810,0.7980,-3.6320
8.80000,2.514000,-2.2700,0.8370,-3.6250
8.80000,2.506000,-2.2610,0.8600,-3.6180
8.80000,2.498000,-2.2550,0.8730,-3.6130
8.80000,2.498000,-2.1640,1.1230,-3.5490
8.80000,2.497000,-2.2620,0.8370,-3.6160
8.80000,2.496000,-2.3950,0.4550,-3.7230
8.80000,2.494000,-2.5850,-0.1170,-3.8720
8.80000,2.491000,-2.5130,0.1070,-3.8180
8.80000,2.487000,-2.3620,0.5340,-3.6950
8.80000,2.483000,-2.2740,0.7730,-3.6210
8.80000,2.477000,-2.2490,0.8490,-3.6030
8.80000,2.469000,-2.2380,0.8910,-3.5950
8.80000,2.461000,-2.2270,0.9150,-3.5870
8.80000,2.452000,-2.2210,0.9270,-3.5820
8.80000,2.451000,-2.0990,1.2450,-3.4940
8.80000,2.450000,-2.2320,0.8900,-3.5880
8.80000,2.449000,-2.3270,0.5910,-3.6610
8.80000,2.447000,-2.5140,0.0550,-3.8130
8.80000,2.443000,-2.4390,0.2710,-3.7540
8.80000,2.439000,-2.2930,0.6680,-3.6320
8.80000,2.433000,-2.2330,0.8330,-3.5820
8.80000,2.426000,-2.2170,0.9010,-3.5730
8.80000,2.418000,-2.1990,0.9510,-3.5600
8.80000,2.408000,-2.1870,0.9760,-3.5510
8.80000,2.397000,-2.1830,0.9870,-3.5470
8.80000,2.396000,-2.0380,1.3770,-3.4420
8.80000,2.396000,-2.1900,0.9580,-3.5500
8.80000,2.394000,-2.2470,0.7440,-3.5880
8.80000,2.391000,-2.4350,0.2280,-3.7440
8.80000,2.387000,-2.3510,0.4620,-3.6760
8.80000,2.382000,-2.2240,0.7960,-3.5680
8.80000,2.375000,-2.1930,0.8940,-3.5450
8.80000,2.367000,-2.1790,0.9630,-3.5380
8.80000,2.357000,-2.1650,1.0080,-3.5300
8.80000,2.346000,-2.1580,1.0310,-3.5250
8.80000,2.333000,-2.1550,1.0410,-3.5230
8.80000,2.333000,-1.9740,1.5140,-3.3880
8.80000,2.332000,-2.1590,1.0150,-3.5240
8.80000,2.329000,-2.1920,0.8390,-3.5370
8.80000,2.326000,-2.3380,0.4360,-3.6590
8.80000,2.321000,-2.2690,0.6220,-3.6010
8.80000,2.315000,-2.1790,0.8630,-3.5260
8.80000,2.307000,-2.1590,0.9520,-3.5140
8.80000,2.297000,-2.1440,1.0220,-3.5070
8.80000,2.285000,-2.1350,1.0650,-3.5030
8.80000,2.271000,-2.1190,1.1000,-3.4910
8.80000,2.256000,-2.1140,1.1140,-3.4870
8.80000,2.255000,-1.5640,2.2110,-3.0340
8.80000,2.254000,-2.0440,1.2110,-3.4240
8.80000,2.251000,-2.1330,0.9260,-3.4820
8.80000,2.247000,-2.2370,0.6340,-3.5680
8.80000,2.241000,-2.1720,0.8030,-3.5120
8.80000,2.233000,-2.1200,0.9510,-3.4700
8.80000,2.224000,-2.0890,1.0660,-3.4520
8.80000,2.212000,-2.0410,1.1970,-3.4180
8.80000,2.197000,-1.9820,1.3180,-3.3720
8.80000,2.181000,-1.9460,1.3880,-3.3410
8.80000,2.162000,-1.9340,1.4130,-3.3320
8.80000,2.162000,-2.3320,1.0170,-3.7020
8.80000,2.160000,-2.1970,0.9800,-3.5550
8.80000,2.157000,-2.1120,0.9610,-3.4620
8.80000,2.152000,-2.1560,0.7930,-3.4930
8.80000,2.145000,-2.1200,0.9030,-3.4640
8.80000,2.136000,-2.1190,0.9610,-3.4690
8.80000,2.124000,-2.1590,0.9680,-3.5130
8.80000,2.109000,-2.2050,0.9520,-3.5620
8.80000,2.092000,-2.2340,0.9370,-3.5920
8.80000,2.072000,-2.2530,0.9220,-3.6110
8.80000,2.049000,-2.2790,0.8910,-3.6370
8.80000,2.049000,-4.0970,-2.5570,-5.2300
8.80000,2.048000,-3.9540,-2.5200,-5.0540
8.80000,2.047000,-3.7040,-2.3750,-4.7740
8.80000,2.045000,-3.5210,-2.2500,-4.5710
8.80000,2.043000,-3.5750,-2.2820,-4.6320
8.80000,2.039000,-3.6680,-2.2920,-4.7520
8.80000,2.035000,-3.7520,-2.3100,-4.8530
8.80000,2.029000,-3.7900,-2.2920,-4.9060
8.80000,2.023000,-3.7580,-2.2120,-4.8870
8.80000,2.015000,-3.7510,-2.1840,-4.8850
8.80000,2.007000,-2.1890,1.0390,-3.5510
8.80000,2.007000,-3.9280,-2.2930,-5.0930
8.80000,2.006000,-3.9000,-2.4080,-5.0180
8.80000,2.005000,-3.7010,-2.3410,-4.7790
8.80000,2.003000,-3.5310,-2.2480,-4.5850
8.80000,2.000000,-3.5830,-2.2750,-4.6450
8.80000,1.996000,-3.6880,-2.3150,-4.7700
8.80000,1.992000,-3.7860,-2.3450,-4.8880
8.80000,1.986000,-3.8400,-2.3470,-4.9560
8.80000,1.979000,-3.7930,-2.2170,-4.9290
8.80000,1.971000,-3.7470,-2.1350,-4.8920
8.80000,1.962000,-3.6840,-2.0350,-4.8370
8.80000,1.961000,-3.1270,-1.2490,-4.4020
8.80000,1.961000,-3.8220,-2.2730,-4.9600
8.80000,1.959000,-3.6870,-2.3010,-4.7740
8.80000,1.957000,-3.5400,-2.2570,-4.5940
8.80000,1.954000,-3.5850,-2.2640,-4.6510
8.80000,1.950000,-3.6830,-2.2800,-4.7740
8.80000,1.945000,-3.7690,-2.2880,-4.8830
8.80000,1.939000,-3.8180,-2.2800,-4.9470
8.80000,1.932000,-3.8440,-2.2760,-4.9800
8.80000,1.923000,-3.8430,-2.2550,-4.9830
8.80000,1.914000,-3.7200,-2.0330,-4.8800
8.80000,1.913000,-2.4890,-0.4120,-3.8490
8.80000,1.912000,-3.7080,-2.0900,-4.8690
8.80000,1.910000,-3.6660,-2.2460,-4.7630
8.80000,1.907000,-3.5410,-2.2410,-4.6010
8.80000,1.902000,-3.5820,-2.2400,-4.6550
8.80000,1.896000,-3.6640,-2.2330,-4.7650
8.80000,1.888000,-3.7240,-2.2040,-4.8510
8.80000,1.878000,-3.7650,-2.1870,-4.9080
8.80000,1.866000,-3.7830,-2.1680,-4.9350
8.80000,1.853000,-3.7970,-2.1690,-4.9510
8.80000,1.837000,-3.8040,-2.1540,-4.9600
8.80000,1.837000,-1.5720,0.7400,-3.0350
8.80000,1.836000,-3.2740,-1.5220,-4.4960
8.80000,1.834000,-3.6200,-2.1540,-4.7330
8.80000,1.830000,-3.5160,-2.1760,-4.5890
8.80000,1.825000,-3.5550,-2.1730,-4.6410
8.80000,1.818000,-3.6200,-2.1430,-4.7350
8.80000,1.810000,-3.6540,-2.0870,-4.7980
8.80000,1.800000,-3.6570,-2.0220,-4.8210
8.80000,1.787000,-3.6560,-1.9850,-4.8300
8.80000,1.773000,-3.6900,-2.0120,-4.8640
8.80000,1.757000,-3.7050,-2.0050,-4.8820
8.80000,1.756000,-0.4770,2.1030,-2.0560
8.80000,1.756000,-2.9680,-1.1110,-4.2350
8.80000,1.754000,-3.5440,-2.0190,-4.6760
8.80000,1.751000,-3.4750,-2.0830,-4.5640
8.80000,1.747000,-3.5070,-2.0670,-4.6110
8.80000,1.741000,-3.5490,-2.0140,-4.6830
8.80000,1.734000,-3.3980,-1.7300,-4.5830
8.80000,1.725000,-3.1750,-1.3880,-4.4080
8.80000,1.715000,-3.0800,-1.2370,-4.3330
8.80000,1.703000,-3.0650,-1.2020,-4.3240
8.80000,1.689000,-3.0880,-1.2230,-4.3460
8.80000,1.689000,1.0060,3.9440,-0.7170
8.80000,1.688000,-2.4270,-0.4040,-3.7650
8.80000,1.687000,-3.3830,-1.7790,-4.5450
8.80000,1.686000,-3.4240,-1.9730,-4.5320
8.80000,1.684000,-3.4520,-1.9550,-4.5740
8.80000,1.681000,-3.3800,-1.7650,-4.5450
8.80000,1.677000,-3.1390,-1.3690,-4.3650
8.80000,1.672000,-2.8690,-0.9740,-4.1460
8.80000,1.667000,-2.6360,-0.6570,-3.9480
8.80000,1.661000,-2.6170,-0.6270,-3.9330
