logAge   ,Mass,Gmag,BPmag,RPmag
7.90000,5.625000,-3.6530,-3.5750,-3.7860
7.90000,5.626000,-3.6460,-3.5500,-3.8090
7.90000,5.626000,-3.6350,-3.5200,-3.8320
7.90000,5.626000,-3.6200,-3.4830,-3.8520
7.90000,5.626000,-3.6030,-3.4440,-3.8680
7.90000,5.626000,-3.5830,-3.4010,-3.8820
7.90000,5.626000,-3.5600,-3.3550,-3.8910
7.90000,5.626000,-3.5350,-3.3050,-3.9010
7.90000,5.626000,-3.5080,-3.2520,-3.9070
7.90000,5.626000,-3.4780,-3.1940,-3.9100
7.90000,5.626000,-3.4450,-3.1310,-3.9100
7.90000,5.626000,-3.4090,-3.0650,-3.9060
7.90000,5.626000,-3.3700,-2.9970,-3.8970
7.90000,5.627000,-3.3280,-2.9270,-3.8830
7.90000,5.627000,-3.2830,-2.8540,-3.8630
7.90000,5.627000,-3.2320,-2.7760,-3.8360
7.90000,5.627000,-3.1740,-2.6900,-3.8000
7.90000,5.627000,-3.1050,-2.5980,-3.7510
7.90000,5.627000,-3.0210,-2.4930,-3.6840
7.90000,5.627000,-2.9290,-2.3800,-3.6070
7.90000,5.627000,-2.8430,-2.2730,-3.5390
7.90000,5.627000,-2.8030,-2.2170,-3.5100
7.90000,5.627000,-2.8030,-2.2050,-3.5180
7.90000,5.627000,-2.8360,-2.2110,-3.5710
7.90000,5.628000,-2.8800,-2.2380,-3.6270
7.90000,5.628000,-2.9460,-2.2880,-3.7050
7.90000,5.628000,-3.0160,-2.3410,-3.7860
7.90000,5.628000,-3.0850,-2.3920,-3.8660
7.90000,5.628000,-3.1350,-2.4300,-3.9240
7.90000,5.628000,-3.2000,-2.4810,-3.9980
7.90000,5.628000,-3.2120,-2.4900,-4.0120
7.90000,5.628000,-3.2330,-2.5060,-4.0360
7.90000,5.628000,-3.3070,-2.5600,-4.1230
7.90000,5.629000,-3.3850,-2.6180,-4.2120
7.90000,5.629000,-3.4540,-2.6690,-4.2920
7.90000,5.630000,-3.5280,-2.7240,-4.3780
7.90000,5.630000,-3.6030,-2.7800,-4.4640
7.90000,5.631000,-3.6740,-2.8300,-4.5460
7.90000,5.631000,-3.7440,-2.8780,-4.6270
7.90000,5.632000,-3.7870,-2.9070,-4.6780
7.90000,5.633000,-3.8600,-2.9530,-4.7650
7.90000,5.635000,-3.8460,-2.9480,-4.7480
7.90000,5.636000,-3.8390,-2.9450,-4.7390
7.90000,5.641000,-3.8030,-2.9240,-4.6930
7.90000,5.646000,-3.7500,-2.8910,-4.6300
7.90000,5.649000,-3.7010,-2.8610,-4.5710
7.90000,5.652000,-3.6510,-2.8280,-4.5120
7.90000,5.655000,-3.5960,-2.7880,-4.4470
7.90000,5.659000,-3.5300,-2.7400,-4.3710
7.90000,5.663000,-3.4550,-2.6860,-4.2830
7.90000,5.668000,-3.3710,-2.6230,-4.1870
7.90000,5.673000,-3.2960,-2.5690,-4.0980
7.90000,5.684000,-3.2150,-2.5160,-4.0010
7.90000,5.700000,-3.1770,-2.5100,-3.9410
7.90000,5.712000,-3.2720,-2.6310,-4.0180
7.90000,5.717000,-3.3800,-2.7600,-4.1110
7.90000,5.720000,-3.4990,-2.9040,-4.2110
7.90000,5.722000,-3.5920,-3.0160,-4.2910
7.90000,5.724000,-3.6730,-3.1180,-4.3560
7.90000,5.725000,-3.7210,-3.1830,-4.3900
7.90000,5.726000,-3.7650,-3.2490,-4.4170
7.90000,5.726000,-3.8090,-3.3190,-4.4400
7.90000,5.728000,-3.8500,-3.3870,-4.4580
7.90000,5.729000,-3.8900,-3.4560,-4.4720
7.90000,5.732000,-3.9270,-3.5210,-4.4830
7.90000,5.733000,-3.9380,-3.5420,-4.4870
7.90000,5.741000,-3.9220,-3.5010,-4.4940
7.90000,5.749000,-3.9120,-3.4670,-4.5040
7.90000,5.787000,-3.9660,-3.4950,-4.5800
7.90000,5.797000,-3.9510,-3.4570,-4.5850
7.90000,5.803000,-3.9290,-3.4130,-4.5800
7.90000,5.808000,-3.9040,-3.3660,-4.5720
7.90000,5.813000,-3.8640,-3.3070,-4.5470
7.90000,5.818000,-3.8050,-3.2240,-4.5060
7.90000,5.819000,-3.7960,-3.2120,-4.5000
7.90000,5.826000,-3.7220,-3.1150,-4.4440
7.90000,5.833000,-3.6370,-3.0030,-4.3770
7.90000,5.838000,-3.5630,-2.9070,-4.3190
7.90000,5.856000,-3.4820,-2.7790,-4.2700
7.90000,5.864000,-3.5140,-2.7800,-4.3210
7.90000,5.866000,-3.5680,-2.8110,-4.3890
7.90000,5.867000,-3.6230,-2.8470,-4.4550
7.90000,5.867000,-3.6350,-2.8560,-4.4700
7.90000,5.867000,-3.6640,-2.8760,-4.5030
7.90000,5.868000,-3.6650,-2.8680,-4.5100
7.90000,5.869000,-3.7260,-2.9040,-4.5860
7.90000,5.869000,-3.7890,-2.9420,-4.6630
7.90000,5.870000,-3.8560,-2.9860,-4.7410
7.90000,5.870000,-3.9230,-3.0310,-4.8210
7.90000,5.871000,-3.9860,-3.0650,-4.8980
7.90000,5.872000,-4.0490,-3.0980,-4.9760
7.90000,5.872000,-4.1090,-3.1250,-5.0520
7.90000,5.873000,-4.1660,-3.1390,-5.1270
7.90000,5.873000,-4.2240,-3.1510,-5.2050
7.90000,5.874000,-4.2710,-3.1340,-5.2770
7.90000,5.874000,-4.3160,-3.1100,-5.3470
7.90000,5.873000,-4.3520,-3.0680,-5.4080
7.90000,5.872000,-4.3840,-3.0050,-5.4680
7.90000,5.869000,-4.4020,-2.9180,-5.5160
7.90000,5.865000,-4.3990,-2.7430,-5.5540
7.90000,5.862000,-4.3700,-2.5490,-5.5600
7.90000,5.859000,-4.3380,-2.3540,-5.5590
7.90000,5.854000,-4.2800,-2.1210,-5.5280
7.90000,5.847000,-4.1860,-1.8290,-5.4630
7.90000,5.837000,-4.0440,-1.4620,-5.3520
7.90000,5.821000,-3.8350,-0.9910,-5.1790
7.90000,5.800000,-3.6060,-0.5220,-4.9840
7.90000,5.764000,-3.5410,-0.3430,-4.9280
7.90000,5.705000,-3.4970,-0.2750,-4.8880
7.90000,5.698000,-3.6600,-0.5930,-5.0290
7.90000,5.695000,-3.6950,-0.7210,-5.0560
7.90000,5.694000,-3.8300,-1.0070,-5.1690
7.90000,5.692000,-3.9620,-1.3040,-5.2790
7.90000,5.691000,-3.9910,-1.3800,-5.3020
7.90000,5.688000,-3.8340,-1.0180,-5.1730
7.90000,5.672000,-3.5610,-0.4570,-4.9410
7.90000,5.665000,-3.5970,-0.4690,-4.9740
7.90000,5.664000,-3.5610,-0.3990,-4.9430
7.90000,5.664000,-3.5450,-0.3700,-4.9280
7.90000,5.663000,-3.5110,-0.3070,-4.8990
7.90000,5.661000,-3.4470,-0.1900,-4.8430
7.90000,5.653000,-3.2960,0.0820,-4.7110
7.90000,5.645000,-3.1290,0.3820,-4.5670
7.90000,5.645000,-3.1320,0.3780,-4.5690
7.90000,5.645000,-1.0290,3.7090,-2.7290
7.90000,5.645000,0.3430,5.7990,-1.4960
7.90000,5.645000,-1.0390,3.6930,-2.7380
7.90000,5.644000,-2.2990,1.7100,-3.8460
7.90000,5.643000,-3.3260,0.0260,-4.7370
7.90000,5.641000,-3.3360,0.0080,-4.7460
7.90000,5.638000,-3.1530,0.3380,-4.5870
7.90000,5.634000,-3.0640,0.4880,-4.5100
7.90000,5.630000,-3.0020,0.5860,-4.4570
7.90000,5.623000,-2.8890,0.7640,-4.3580
7.90000,5.615000,-2.7480,0.9860,-4.2350
7.90000,5.615000,2.9760,9.6820,0.9140
7.90000,5.615000,2.2830,8.6660,0.2720
7.90000,5.615000,0.4640,5.9770,-1.3870
7.90000,5.614000,-1.4240,3.0800,-3.0750
7.90000,5.612000,-3.0260,0.5430,-4.4760
7.90000,5.610000,-3.0380,0.5230,-4.4860
7.90000,5.607000,-2.8060,0.8910,-4.2850
7.90000,5.602000,-2.6500,1.1390,-4.1480
7.90000,5.596000,-2.5440,1.3070,-4.0560
7.90000,5.588000,-2.4450,1.4620,-3.9700
7.90000,5.578000,-2.3370,1.6350,-3.8760
7.90000,5.578000,4.9230,12.5200,2.7200
7.90000,5.578000,4.1890,11.4570,2.0370
7.90000,5.577000,1.9280,8.1450,-0.0550
7.90000,5.576000,-0.5490,4.4290,-2.2960
7.90000,5.574000,-2.6620,1.1140,-4.1580
7.90000,5.571000,-2.6950,1.0620,-4.1860
7.90000,5.567000,-2.4100,1.5150,-3.9390
7.90000,5.561000,-2.2690,1.7420,-3.8160
7.90000,5.553000,-2.1280,1.9620,-3.6930
7.90000,5.543000,-1.9880,2.1810,-3.5690
7.90000,5.530000,-1.8350,2.4200,-3.4330
7.90000,5.530000,7.0520,15.4780,4.7330
7.90000,5.530000,6.1020,14.1580,3.8350
7.90000,5.530000,3.4810,10.4170,1.3840
7.90000,5.528000,0.4160,5.8910,-1.4290
7.90000,5.526000,-2.3250,1.6440,-3.8640
7.90000,5.522000,-2.3610,1.5850,-3.8950
7.90000,5.517000,-1.9840,2.1820,-3.5650
7.90000,5.509000,-1.7440,2.5580,-3.3530
7.90000,5.499000,-1.5990,2.7850,-3.2250
7.90000,5.487000,-1.4780,2.9740,-3.1180
7.90000,5.471000,-1.3470,3.1780,-3.0020
7.90000,5.471000,9.0570,18.2010,6.6480
7.90000,5.471000,7.9610,16.7300,5.5980
7.90000,5.470000,4.8160,12.3670,2.6220
7.90000,5.468000,1.2480,7.1460,-0.6800
7.90000,5.465000,-1.9060,2.2970,-3.4940
7.90000,5.461000,-1.9790,2.1810,-3.5580
7.90000,5.454000,-1.5100,2.9180,-3.1450
7.90000,5.445000,-1.2800,3.2790,-2.9420
7.90000,5.433000,-1.1470,3.4860,-2.8260
7.90000,5.418000,-1.0400,3.6520,-2.7310
7.90000,5.399000,-0.9280,3.8280,-2.6320
7.90000,5.399000,10.8890,20.6300,8.4100
7.90000,5.399000,9.7430,19.1170,7.3060
7.90000,5.398000,6.3700,14.5230,4.0910
7.90000,5.396000,2.3850,8.8010,0.3720
7.90000,5.392000,-1.4850,2.9480,-3.1210
7.90000,5.387000,-1.5660,2.8200,-3.1920
7.90000,5.379000,-1.1040,3.5460,-2.7860
7.90000,5.369000,-0.8560,3.9330,-2.5670
7.90000,5.355000,-0.6490,4.2480,-2.3800
7.90000,5.337000,-0.4900,4.4870,-2.2380
7.90000,5.315000,-0.3290,4.7310,-2.0920
7.90000,5.315000,12.5080,22.7530,9.9780
7.90000,5.314000,11.3240,21.1980,8.8310
7.90000,5.313000,7.6740,16.3380,5.3260
7.90000,5.311000,3.3440,10.2010,1.2620
7.90000,5.307000,-1.1230,3.5050,-2.8010
7.90000,5.301000,-1.2110,3.3660,-2.8770
7.90000,5.292000,-0.6520,4.2340,-2.3820
7.90000,5.280000,-0.2850,4.7930,-2.0520
7.90000,5.264000,-0.0910,5.0850,-1.8780
7.90000,5.243000,0.0500,5.2980,-1.7500
7.90000,5.218000,0.1890,5.5060,-1.6250
7.90000,5.218000,13.9440,24.6480,11.3740
7.90000,5.218000,12.7310,23.0450,10.1960
7.90000,5.216000,8.9700,18.0760,6.5690
7.90000,5.214000,4.1720,11.4060,2.0300
7.90000,5.209000,-0.7580,4.0630,-2.4750
7.90000,5.203000,-0.9040,3.8380,-2.6050
7.90000,5.193000,-0.1480,4.9900,-1.9270
7.90000,5.179000,0.2070,5.5280,-1.6080
7.90000,5.161000,0.3870,5.7990,-1.4470
7.90000,5.138000,0.5100,5.9830,-1.3360
7.90000,5.109000,0.6250,6.1550,-1.2320
7.90000,5.109000,15.1360,26.2250,12.5340
7.90000,5.109000,13.9310,24.6300,11.3630
7.90000,5.107000,10.0520,19.5200,7.6070
7.90000,5.104000,4.8670,12.4150,2.6760
7.90000,5.099000,-0.3100,4.7320,-2.0700
7.90000,5.092000,-0.4860,4.4630,-2.2280
7.90000,5.081000,0.2800,5.6270,-1.5400
7.90000,5.066000,0.6250,6.1490,-1.2310
7.90000,5.046000,0.7920,6.4010,-1.0800
7.90000,5.020000,0.8990,6.5610,-0.9840
7.90000,4.989000,1.0020,6.7130,-0.8910
7.90000,4.989000,16.1220,27.5210,13.4930
7.90000,4.988000,14.9270,25.9390,12.3320
7.90000,4.987000,11.0190,20.7820,8.5410
7.90000,4.984000,5.6630,13.5140,3.4300
7.90000,4.978000,0.0740,5.3030,-1.7230
7.90000,4.970000,-0.1110,5.0210,-1.8890
7.90000,4.957000,0.6490,6.1750,-1.2070
7.90000,4.941000,0.9890,6.6890,-0.9020
7.90000,4.919000,1.1520,6.9360,-0.7540
7.90000,4.891000,1.2570,7.0930,-0.6600
7.90000,4.856000,1.3660,7.2580,-0.5600
7.90000,4.856000,17.0820,28.7800,14.4260
7.90000,4.855000,15.8960,27.2090,13.2730
7.90000,4.853000,11.9640,22.0120,9.4540
7.90000,4.850000,6.4430,14.5890,4.1680
7.90000,4.844000,0.4460,5.8550,-1.3870
7.90000,4.835000,0.2520,5.5590,-1.5610
7.90000,4.821000,1.0090,6.7070,-0.8820
7.90000,4.803000,1.3470,7.2230,-0.5760
7.90000,4.778000,1.5880,7.5780,-0.3540
7.90000,4.748000,1.7690,7.8420,-0.1860
7.90000,4.710000,1.9660,8.1310,-0.0020
7.90000,4.709000,18.1530,30.2020,15.4680
7.90000,4.708000,16.9740,28.6400,14.3230
7.90000,4.707000,13.0490,23.4450,10.5100
7.90000,4.703000,7.2930,15.7690,4.9740
7.90000,4.697000,0.8540,6.4550,-1.0180
7.90000,4.687000,0.6490,6.1430,-1.2010
7.90000,4.673000,1.3970,7.2880,-0.5280
7.90000,4.653000,1.9150,8.0510,-0.0480
7.90000,4.628000,2.1720,8.4260,0.1890
7.90000,4.595000,2.3360,8.6650,0.3420
7.90000,4.556000,2.4880,8.8860,0.4840
7.90000,4.554000,19.1260,31.5050,16.4190
7.90000,4.554000,17.8970,29.8700,15.2230
7.90000,4.552000,13.9920,24.6960,11.4280
7.90000,4.548000,8.0600,16.8220,5.7050
7.90000,4.541000,1.2180,7.0000,-0.6850
7.90000,4.531000,1.0050,6.6690,-0.8760
7.90000,4.515000,1.9150,8.0420,-0.0450
7.90000,4.495000,2.4450,8.8180,0.4450
7.90000,4.467000,2.6910,9.1770,0.6740
7.90000,4.433000,2.8430,9.3970,0.8150
7.90000,4.391000,2.9790,9.5930,0.9420
7.90000,4.390000,20.0250,32.7100,17.2970
7.90000,4.389000,18.7300,30.9880,16.0350
7.90000,4.387000,14.8350,25.8140,12.2490
7.90000,4.383000,8.8280,17.8460,6.4440
7.90000,4.376000,1.5750,7.5330,-0.3570
7.90000,4.365000,1.3300,7.1570,-0.5790
7.90000,4.349000,2.4110,8.7580,0.4180
7.90000,4.327000,2.9360,9.5260,0.9040
7.90000,4.299000,3.1800,9.8820,1.1310
7.90000,4.263000,3.3330,10.1020,1.2730
7.90000,4.219000,3.4710,10.3010,1.4020
7.90000,4.218000,20.9220,33.9210,18.1760
7.90000,4.217000,19.6330,32.2010,16.9180
7.90000,4.215000,15.6720,26.9250,13.0650
7.90000,4.211000,9.5930,18.8640,7.1800
7.90000,4.204000,2.0940,8.2830,0.1280
7.90000,4.192000,1.7130,7.7230,-0.2250
7.90000,4.175000,2.9110,9.4780,0.8850
7.90000,4.153000,3.4330,10.2400,1.3690
7.90000,4.123000,3.6770,10.5960,1.5960
7.90000,4.085000,3.8290,10.8190,1.7370
7.90000,4.038000,3.9760,11.0330,1.8740
7.90000,4.038000,21.8390,35.1600,19.0740
7.90000,4.037000,20.5590,33.4510,17.8240
7.90000,4.035000,16.5260,28.0670,13.8970
7.90000,4.031000,10.3730,19.9120,7.9310
7.90000,4.023000,2.6310,9.0560,0.6290
7.90000,4.010000,2.2380,8.4790,0.2660
7.90000,3.992000,3.4330,10.2310,1.3730
7.90000,3.967000,3.9570,11.0020,1.8590
7.90000,3.935000,4.2110,11.3740,2.0940
7.90000,3.894000,4.3780,11.6180,2.2500
7.90000,3.844000,4.5390,11.8520,2.4000
7.90000,3.843000,22.8830,36.5600,20.0970
7.90000,3.842000,21.6170,34.8810,18.8610
7.90000,3.840000,17.4950,29.3740,14.8430
7.90000,3.835000,11.3230,21.1680,8.8510
7.90000,3.827000,3.2350,9.9310,1.1940
7.90000,3.813000,2.8320,9.3360,0.8210
7.90000,3.794000,4.0200,11.0850,1.9210
7.90000,3.768000,4.5440,11.8550,2.4070
7.90000,3.734000,4.8020,12.2320,2.6470
7.90000,3.690000,4.9780,12.4870,2.8110
7.90000,3.638000,5.1480,12.7330,2.9700
7.90000,3.637000,24.0030,38.0370,21.1970
7.90000,3.636000,22.7500,36.3830,19.9730
7.90000,3.634000,18.5510,30.8060,15.8740
7.90000,3.628000,12.3460,22.5220,9.8430
7.90000,3.619000,3.8900,10.8850,1.8050
7.90000,3.605000,3.4840,10.2860,1.4300
7.90000,3.584000,4.6800,12.0440,2.5380
7.90000,3.556000,5.2210,12.8350,3.0400
7.90000,3.520000,5.5760,13.3340,3.3750
7.90000,3.473000,5.8640,13.7310,3.6480
7.90000,3.417000,6.1590,14.1410,3.9290
7.90000,3.416000,25.3930,39.8470,22.5550
7.90000,3.415000,24.2050,38.2930,21.3980
7.90000,3.412000,20.0460,32.8120,17.3370
7.90000,3.406000,13.7550,24.4020,11.2150
7.90000,3.395000,4.7560,12.1430,2.6140
7.90000,3.378000,4.3720,11.5790,2.2590
7.90000,3.354000,5.6950,13.4920,3.4910
7.90000,3.322000,6.5280,14.6520,4.2800
7.90000,3.279000,7.0420,15.3660,4.7670
7.90000,3.225000,7.4900,15.9890,5.1920
7.90000,3.159000,7.9900,16.6840,5.6680
7.90000,3.158000,27.7820,42.9460,24.8840
7.90000,3.157000,26.6140,41.4180,23.7460
7.90000,3.153000,22.6540,36.2410,19.8890
7.90000,3.144000,16.2030,27.6940,13.6010
7.90000,3.130000,6.5230,14.6400,4.2800
7.90000,3.107000,6.0720,14.0100,3.8530
7.90000,3.074000,7.9020,16.5570,5.5860
7.90000,3.030000,9.0140,18.0720,6.6480
7.90000,2.972000,9.8970,19.2590,7.4960
7.90000,2.900000,10.7910,20.4660,8.3540
7.90000,2.812000,11.8590,21.8800,9.3870
7.90000,2.812000,32.2840,48.7970,29.2710
7.90000,2.809000,31.1910,47.3680,28.2070
7.90000,2.798000,27.4460,42.4690,24.5590
7.90000,2.775000,21.3010,34.4330,18.5750
7.90000,2.736000,11.0990,20.8990,8.6560
7.90000,2.676000,11.2270,21.0820,8.7830
7.90000,2.592000,14.6890,25.7250,12.1460
7.90000,2.480000,17.4270,29.3270,14.8110
7.90000,2.340000,20.1990,32.9400,17.5070
7.90000,2.173000,23.5510,37.3000,20.7720
7.90000,1.981000,21.4470,34.0860,18.6590
7.90000,0.970000,32.5690,32.3420,32.8320
8.00000,0.090000,13.6770,16.4860,12.3330
8.00000,0.093000,13.6100,16.4200,12.2660
8.00000,0.100000,13.4790,16.2910,12.1350
8.00000,0.102000,13.4360,16.2490,12.0920
8.00000,0.115000,13.2250,16.0400,11.8810
8.00000,0.120000,13.1220,15.9150,11.7810
8.00000,0.126000,12.9910,15.7200,11.6560
8.00000,0.140000,12.6600,15.1970,11.3460
8.00000,0.150000,12.4860,14.9410,11.1820
8.00000,0.160000,12.3060,14.6790,11.0140
8.00000,0.195000,11.7910,13.9270,10.5330
8.00000,0.200000,11.7210,13.8240,10.4680
8.00000,0.242000,11.2710,13.1960,10.0490
8.00000,0.250000,11.1900,13.0830,9.9730
8.00000,0.300000,10.7500,12.4770,9.5670
8.00000,0.344000,10.4230,12.0500,9.2630
8.00000,0.350000,10.3790,11.9930,9.2220
8.00000,0.400000,10.0180,11.5320,8.8860
8.00000,0.474000,9.4290,10.7820,8.3440
8.00000,0.489000,9.3130,10.6360,8.2360
8.00000,0.500000,9.2350,10.5410,8.1650
8.00000,0.500000,9.2340,10.5390,8.1640
8.00000,0.506000,9.1790,10.4700,8.1140
8.00000,0.511000,9.1380,10.4180,8.0770
8.00000,0.538000,8.8390,10.0370,7.8070
8.00000,0.550000,8.7090,9.8700,7.6910
8.00000,0.561000,8.5470,9.6560,7.5500
8.00000,0.582000,8.2830,9.3120,7.3200
8.00000,0.600000,8.0660,9.0330,7.1320
8.00000,0.600000,8.0650,9.0310,7.1310
8.00000,0.602000,8.0370,8.9950,7.1080
8.00000,0.612000,7.9060,8.8240,6.9970
8.00000,0.650000,7.5080,8.3110,6.6610
8.00000,0.657000,7.4500,8.2360,6.6140
8.00000,0.700000,7.1450,7.8560,6.3530
8.00000,0.750000,6.7370,7.3460,6.0120
8.00000,0.772000,6.5630,7.1410,5.8600
8.00000,0.800000,6.3530,6.8960,5.6760
8.00000,0.815000,6.2410,6.7660,5.5780
8.00000,0.847000,6.0180,6.5090,5.3830
8.00000,0.850000,5.9990,6.4870,5.3660
8.00000,0.899000,5.6740,6.1170,5.0800
8.00000,0.950000,5.3760,5.7820,4.8160
8.00000,1.000000,5.0840,5.4540,4.5560
8.00000,1.050000,4.8180,5.1570,4.3200
8.00000,1.099000,4.5620,4.8720,4.0930
8.00000,1.125000,4.4370,4.7330,3.9820
8.00000,1.149000,4.3340,4.6210,3.8890
8.00000,1.161000,4.2820,4.5640,3.8410
8.00000,1.200000,4.1050,4.3700,3.6830
8.00000,1.223000,4.0040,4.2610,3.5930
8.00000,1.233000,3.9390,4.1880,3.5360
8.00000,1.235000,3.9260,4.1730,3.5250
8.00000,1.250000,3.8760,4.1170,3.4810
8.00000,1.300000,3.6700,3.8930,3.2980
8.00000,1.350000,3.4750,3.6810,3.1240
8.00000,1.400000,3.2930,3.4830,2.9630
8.00000,1.450000,3.1210,3.2960,2.8130
8.00000,1.500000,2.9600,3.1200,2.6760
8.00000,1.550000,2.8060,2.9490,2.5480
8.00000,1.600000,2.6600,2.7850,2.4330
8.00000,1.649000,2.5220,2.6280,2.3250
8.00000,1.668000,2.4740,2.5740,2.2880
8.00000,1.674000,2.4560,2.5540,2.2740
8.00000,1.699000,2.3920,2.4820,2.2240
8.00000,1.724000,2.3300,2.4120,2.1770
8.00000,1.749000,2.2700,2.3450,2.1310
8.00000,1.774000,2.2110,2.2780,2.0860
8.00000,1.799000,2.1540,2.2140,2.0420
8.00000,1.824000,2.1010,2.1540,2.0010
8.00000,1.849000,2.0480,2.0950,1.9600
8.00000,1.874000,1.9970,2.0370,1.9190
8.00000,1.899000,1.9470,1.9830,1.8810
8.00000,1.924000,1.8990,1.9300,1.8410
8.00000,1.947000,1.8570,1.8830,1.8080
8.00000,1.950000,1.8520,1.8780,1.8030
8.00000,1.993000,1.7760,1.7940,1.7400
8.00000,2.038000,1.6980,1.7100,1.6750
8.00000,2.083000,1.6240,1.6300,1.6120
8.00000,2.129000,1.5540,1.5540,1.5510
8.00000,2.132000,1.5490,1.5490,1.5470
8.00000,2.174000,1.4850,1.4810,1.4920
8.00000,2.219000,1.4190,1.4100,1.4330
8.00000,2.265000,1.3550,1.3420,1.3760
8.00000,2.356000,1.2330,1.2120,1.2660
8.00000,2.509000,1.0360,1.0050,1.0870
8.00000,2.538000,1.0020,0.9680,1.0540
8.00000,2.720000,0.7820,0.7380,0.8500
8.00000,2.881000,0.5980,0.5450,0.6760
8.00000,2.902000,0.5730,0.5200,0.6530
8.00000,2.990000,0.4750,0.4180,0.5600
8.00000,3.084000,0.3710,0.3100,0.4600
8.00000,3.252000,0.1910,0.1220,0.2880
8.00000,3.266000,0.1750,0.1070,0.2730
8.00000,3.375000,0.0590,-0.0130,0.1620
8.00000,3.447000,-0.0160,-0.0920,0.0880
8.00000,3.559000,-0.1330,-0.2120,-0.0230
8.00000,3.629000,-0.2050,-0.2870,-0.0940
8.00000,3.734000,-0.3130,-0.3980,-0.1980
8.00000,3.812000,-0.3960,-0.4830,-0.2790
8.00000,3.875000,-0.4620,-0.5500,-0.3430
8.00000,3.997000,-0.5940,-0.6850,-0.4720
8.00000,4.002000,-0.6000,-0.6900,-0.4770
8.00000,4.115000,-0.7270,-0.8200,-0.6020
8.00000,4.177000,-0.7970,-0.8910,-0.6710
8.00000,4.177000,-0.7980,-0.8920,-0.6720
8.00000,4.270000,-0.9080,-1.0030,-0.7800
8.00000,4.346000,-1.0020,-1.0990,-0.8740
8.00000,4.358000,-1.0170,-1.1130,-0.8890
8.00000,4.408000,-1.0820,-1.1780,-0.9530
8.00000,4.479000,-1.1770,-1.2730,-1.0480
8.00000,4.539000,-1.2600,-1.3560,-1.1310
8.00000,4.581000,-1.3180,-1.4140,-1.1890
8.00000,4.653000,-1.4290,-1.5250,-1.3020
8.00000,4.722000,-1.5410,-1.6360,-1.4150
8.00000,4.731000,-1.5560,-1.6510,-1.4310
8.00000,4.811000,-1.6950,-1.7880,-1.5730
8.00000,4.876000,-1.8280,-1.9170,-1.7090
8.00000,4.905000,-1.8900,-1.9770,-1.7730
8.00000,4.933000,-1.9500,-2.0360,-1.8350
8.00000,4.985000,-2.0700,-2.1530,-1.9600
8.00000,5.029000,-2.1840,-2.2630,-2.0780
8.00000,5.071000,-2.2880,-2.3640,-2.1850
8.00000,5.087000,-2.3070,-2.3860,-2.2010
8.00000,5.088000,-2.3060,-2.3860,-2.2010
8.00000,5.098000,-2.2950,-2.3790,-2.1840
8.00000,5.101000,-2.2720,-2.3610,-2.1540
8.00000,5.103000,-2.2520,-2.3460,-2.1280
8.00000,5.104000,-2.2380,-2.3370,-2.1080
8.00000,5.105000,-2.2320,-2.3350,-2.0960
8.00000,5.105000,-2.2270,-2.3320,-2.0900
8.00000,5.105000,-2.1990,-2.3000,-2.0670
8.00000,5.105000,-2.2090,-2.3050,-2.0820
8.00000,5.106000,-2.2580,-2.3480,-2.1390
8.00000,5.106000,-2.3380,-2.4220,-2.2250
8.00000,5.106000,-2.4310,-2.5100,-2.3250
8.00000,5.106000,-2.5220,-2.5950,-2.4230
8.00000,5.106000,-2.6050,-2.6730,-2.5140
8.00000,5.107000,-2.6810,-2.7430,-2.5960
8.00000,5.107000,-2.7500,-2.8060,-2.6710
8.00000,5.107000,-2.8130,-2.8640,-2.7420
8.00000,5.107000,-2.8720,-2.9170,-2.8080
8.00000,5.107000,-2.9270,-2.9660,-2.8700
8.00000,5.108000,-2.9780,-3.0110,-2.9290
8.00000,5.108000,-3.0260,-3.0520,-2.9850
8.00000,5.108000,-3.0710,-3.0900,-3.0380
8.00000,5.108000,-3.1120,-3.1250,-3.0890
8.00000,5.108000,-3.1510,-3.1560,-3.1380
8.00000,5.109000,-3.1850,-3.1830,-3.1840
8.00000,5.109000,-3.2150,-3.2050,-3.2280
8.00000,5.109000,-3.2400,-3.2210,-3.2690
8.00000,5.109000,-3.2590,-3.2280,-3.3060
8.00000,5.109000,-3.2700,-3.2270,-3.3390
8.00000,5.109000,-3.2750,-3.2190,-3.3690
8.00000,5.109000,-3.2750,-3.2040,-3.3950
8.00000,5.110000,-3.2680,-3.1790,-3.4180
8.00000,5.110000,-3.2580,-3.1500,-3.4410
8.00000,5.110000,-3.2430,-3.1150,-3.4620
8.00000,5.110000,-3.2260,-3.0760,-3.4780
8.00000,5.110000,-3.2060,-3.0340,-3.4920
8.00000,5.110000,-3.1830,-2.9880,-3.5020
8.00000,5.110000,-3.1580,-2.9380,-3.5100
8.00000,5.110000,-3.1300,-2.8850,-3.5170
8.00000,5.110000,-3.1000,-2.8280,-3.5200
8.00000,5.110000,-3.0670,-2.7660,-3.5200
8.00000,5.110000,-3.0310,-2.7010,-3.5160
8.00000,5.111000,-2.9930,-2.6330,-3.5070
8.00000,5.111000,-2.9520,-2.5650,-3.4920
8.00000,5.111000,-2.9090,-2.4970,-3.4730
8.00000,5.111000,-2.8650,-2.4290,-3.4500
8.00000,5.111000,-2.8160,-2.3590,-3.4210
8.00000,5.111000,-2.7630,-2.2860,-3.3840
