source_id,ra,dec,parallax,phot_g_mean_mag,bp_rp,lum_val
598691984069077248,132.94536968437498,11.258305499355092,2.3904768434206956,19.998251,2.4622784,
598690369158191872,132.91222728638505,11.22553577910768,0.7183233958458818,16.660885,,
598691228155046016,133.02540772375556,11.228773658695406,3.7747468205089922,20.489107,1.3903732,
598692190224359808,132.92590293409557,11.272759104616085,1.717389232610673,20.818865,1.2631664,
598695660556715136,132.9425677198571,11.318311873670291,1.1118859129243244,20.280863,2.0706825,
598694153022786432,132.79328510534154,11.265985186961151,2.2479053607580415,20.571629,1.000721,
598690059919347328,132.82719981759428,11.206799197966761,2.1256257883670333,19.579224,2.6387787,
598687586022093952,132.6837942147791,11.194831566239719,0.5445067749860937,20.50693,1.8194237,
598686971837692416,132.77347026107526,11.174522900898786,1.5482726848091344,19.037477,2.073637,
598688930342564224,132.89694381846917,11.169345233533447,1.4086869071454289,20.793968,1.7416344,
598694767207638272,132.81898640242102,11.308133844114597,1.2564058193535868,20.539469,1.2864761,
598689922484515584,132.81152945856857,11.191663883286342,1.6066723312637123,20.22459,1.7375927,
598692774338692992,132.99000660864056,11.328642704734149,1.2364417249998911,20.534523,0.93089294,
598691159435410304,132.96808757886706,11.242320774190826,0.6603301485659279,19.100391,0.824955,
598679270963077248,133.0864493699295,11.20800651659323,1.2223741235307664,20.201948,2.293766,
598689991200884736,132.84435933270584,11.192111861650005,2.579357514171402,20.884588,1.5988483,
598695591837239680,132.89330330883521,11.333561282050715,1.3450232475942967,19.709234,1.678894,
598696072873578880,132.95522613749117,11.358013169097434,1.9552860640327003,19.919075,2.2840786,
598679103456955520,133.02154299140398,11.223794567915222,2.3767555076846043,18.774395,2.2725468,
598696760068346112,132.9110916208895,11.357492102715977,3.1526202131018866,20.722628,1.727251,
598697103665731712,132.8656799289011,11.387269013798116,0.9380996396297675,20.002903,2.0498009,
598696077168308992,132.94652872339944,11.353876716567678,1.2338911129187817,17.438314,2.049427,
598690918912629632,132.99985419651898,11.242621146399129,0.6729608550463956,18.220299,1.2849312,
598679236606420864,133.06445753525696,11.219974917487397,0.6338684327586206,20.217989,2.042656,
598692744273685504,132.97778179534032,11.315910697784814,0.600737664585413,18.51936,1.8852806,
598697211039659008,132.8773559343548,11.402507995663127,2.5666766784761483,17.658459,2.2815685,
598697107960444032,132.87669994397245,11.384136814098614,0.6034830415549174,18.0154,1.2759514,
598688788609009664,132.88270377911982,11.15252085892885,1.6483660163562173,19.602238,2.3645325,
598696695643584000,132.84603892492146,11.369141351048372,1.0770965426478951,16.780655,1.0528145,
598691644762054912,133.02211500760194,11.265497722676018,1.3580066120897043,18.169144,2.0490265,
598688135777972480,132.72550765643265,11.217939044868126,2.0167270334637766,20.322283,1.8824177,
598679103457313664,133.0177138984897,11.213060250215426,2.862723989462037,20.740036,1.7023544,
598679172177024512,133.0764575426599,11.212441626494826,4.193281178432212,20.728943,2.0189304,
598697142320182144,132.88956780802863,11.395202320518305,0.7215077044360497,19.132282,2.1672573,
598693049217574400,132.83396860290736,11.224140565166714,0.8724111684883419,20.647087,1.2624092,
598697034950478720,132.87527988557028,11.37763425519676,1.5316043338021859,19.726406,2.412941,
598679618853623936,133.05495733417916,11.245334122880804,0.7414471560165159,19.966553,2.1081905,
598686727024717440,132.7209315423076,11.172517341833203,0.8044081837819304,20.81545,1.651928,
598697073600705920,132.8633931875265,11.378411118338263,1.938176549904919,15.903109,1.5210934,0.1173038
598678789925157888,133.04334486485257,11.186646925741353,1.7881341360941514,20.646263,2.0266533,
598690987632101248,132.97436276821952,11.22151339991912,0.7935238403352582,16.935507,1.2419109,0.22548914
598691159432309504,132.96870066896122,11.242710207156891,1.4234228470257544,19.424932,2.0981426,
598687723457694080,132.6369947712669,11.179548095861236,0.6455699357628456,20.470968,2.3131218,
598696489485191040,132.83564725882763,11.344264962950211,0.9063819005930469,18.777744,2.1667023,
598679378335450752,133.0908937405819,11.234281509823022,0.5279425380675502,19.98456,1.6417637,
598694153022998144,132.794438368127,11.266764962195404,1.1206241672056256,14.561328,1.046691,0.96350795
598679584493881216,133.07983085382784,11.249475583776785,0.7005443360174439,16.500208,1.0672903,0.41646814
598689823695960448,132.8603758708454,11.198169921618183,0.5876091875380947,20.027355,0.5986843,
598691644762054272,133.01802319215648,11.276918635456992,1.535217329571777,19.289425,2.2000046,
598693397108754944,132.7970126686731,11.25171745059292,0.7274363475989972,14.522435,0.84610367,2.1797032
598689961134919424,132.82765616268645,11.19256871739422,0.5431499102051399,16.244015,0.84856415,0.802203
598684046965126400,132.79376587321474,11.177533089581658,2.0542359213947514,20.270363,2.1716175,
598688002629853824,132.70043493321518,11.2022280945396,1.1400716011099545,19.403433,2.1319904,
598691541682840576,133.01562162163788,11.267695974065079,2.2845129106950357,19.06383,2.7218819,
598691090711319680,132.98253550348537,11.235164684752267,1.1357142513370873,18.114965,1.8795414,
